1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         366.52          ---          ---      3.05600       380.97
Gets         366.48       348.40        18.08      2.38300       366.42
Waits          0.00          ---          ---      0.00000          ---
Totals       733.00       348.40        18.08      2.71900       747.39


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.000         0.15
SET       2.100         2.14
SET       2.200         9.36
SET       2.300        21.74
SET       2.400        35.31
SET       2.500        47.29
SET       2.600        56.38
SET       2.700        63.07
SET       2.800        68.27
SET       2.900        71.99
SET       3.000        75.13
SET       3.100        77.50
SET       3.200        79.49
SET       3.300        81.18
SET       3.400        82.56
SET       3.500        83.71
SET       3.600        84.82
SET       3.700        85.76
SET       3.800        86.75
SET       3.900        87.60
SET       4.000        88.25
SET       4.100        88.94
SET       4.200        89.47
SET       4.300        90.14
SET       4.400        90.78
SET       4.500        91.38
SET       4.600        91.81
SET       4.700        92.25
SET       4.800        92.68
SET       4.900        93.10
SET       5.000        93.55
SET       5.100        93.93
SET       5.200        94.37
SET       5.300        94.64
SET       5.400        94.98
SET       5.500        95.21
SET       5.600        95.51
SET       5.700        95.74
SET       5.800        95.99
SET       5.900        96.22
SET       6.000        96.38
SET       6.100        96.53
SET       6.200        96.67
SET       6.300        96.81
SET       6.400        96.98
SET       6.500        97.10
SET       6.600        97.23
SET       6.700        97.32
SET       6.800        97.39
SET       6.900        97.49
SET       7.000        97.62
SET       7.100        97.73
SET       7.200        97.83
SET       7.300        97.90
SET       7.400        97.99
SET       7.500        98.10
SET       7.600        98.17
SET       7.700        98.25
SET       7.800        98.34
SET       7.900        98.38
SET       8.000        98.45
SET       8.100        98.49
SET       8.200        98.55
SET       8.300        98.62
SET       8.400        98.68
SET       8.500        98.74
SET       8.600        98.81
SET       8.700        98.87
SET       8.800        98.95
SET       8.900        98.99
SET       9.000        99.03
SET       9.100        99.10
SET       9.200        99.13
SET       9.300        99.19
SET       9.400        99.25
SET       9.500        99.30
SET       9.600        99.34
SET       9.700        99.37
SET       9.800        99.40
SET       9.900        99.45
SET      10.000        99.60
SET      11.000        99.75
SET      12.000        99.80
SET      13.000        99.85
SET      14.000        99.86
SET      15.000        99.89
SET      16.000        99.90
SET      17.000        99.92
SET      18.000        99.93
SET      21.000        99.93
SET      22.000        99.94
SET      24.000        99.95
SET      25.000        99.95
SET      26.000        99.95
SET      27.000        99.96
SET      30.000        99.97
SET      33.000        99.98
SET      34.000        99.98
SET      50.000        99.99
SET      59.000        99.99
SET      69.000       100.00
SET     460.000       100.00
---
GET       0.460         0.01
GET       0.480         0.01
GET       0.490         0.03
GET       0.500         0.04
GET       0.510         0.06
GET       0.520         0.09
GET       0.530         0.10
GET       0.540         0.13
GET       0.550         0.16
GET       0.560         0.19
GET       0.570         0.27
GET       0.580         0.35
GET       0.590         0.50
GET       0.600         0.66
GET       0.610         0.78
GET       0.620         0.90
GET       0.630         1.02
GET       0.640         1.22
GET       0.650         1.37
GET       0.660         1.66
GET       0.670         1.86
GET       0.680         2.08
GET       0.690         2.35
GET       0.700         2.51
GET       0.710         2.81
GET       0.720         3.11
GET       0.730         3.36
GET       0.740         3.67
GET       0.750         4.06
GET       0.760         4.37
GET       0.770         4.69
GET       0.780         5.00
GET       0.790         5.45
GET       0.800         5.88
GET       0.810         6.26
GET       0.820         6.72
GET       0.830         7.16
GET       0.840         7.54
GET       0.850         7.93
GET       0.860         8.36
GET       0.870         8.75
GET       0.880         9.13
GET       0.890         9.50
GET       0.900         9.90
GET       0.910        10.29
GET       0.920        10.73
GET       0.930        11.12
GET       0.940        11.50
GET       0.950        11.87
GET       0.960        12.27
GET       0.970        12.63
GET       0.980        12.93
GET       0.990        13.32
GET       1.000        15.14
GET       1.100        17.64
GET       1.200        19.35
GET       1.300        20.70
GET       1.400        21.78
GET       1.500        22.60
GET       1.600        23.20
GET       1.700        24.60
GET       1.800        27.74
GET       1.900        33.14
GET       2.000        40.41
GET       2.100        48.90
GET       2.200        58.03
GET       2.300        65.63
GET       2.400        71.62
GET       2.500        75.84
GET       2.600        79.05
GET       2.700        81.24
GET       2.800        83.07
GET       2.900        84.50
GET       3.000        85.77
GET       3.100        86.89
GET       3.200        87.78
GET       3.300        88.58
GET       3.400        89.23
GET       3.500        89.95
GET       3.600        90.47
GET       3.700        91.05
GET       3.800        91.53
GET       3.900        92.01
GET       4.000        92.44
GET       4.100        92.90
GET       4.200        93.39
GET       4.300        93.76
GET       4.400        94.10
GET       4.500        94.40
GET       4.600        94.65
GET       4.700        94.97
GET       4.800        95.22
GET       4.900        95.54
GET       5.000        95.78
GET       5.100        96.03
GET       5.200        96.23
GET       5.300        96.37
GET       5.400        96.52
GET       5.500        96.70
GET       5.600        96.86
GET       5.700        96.95
GET       5.800        97.09
GET       5.900        97.22
GET       6.000        97.35
GET       6.100        97.46
GET       6.200        97.59
GET       6.300        97.68
GET       6.400        97.79
GET       6.500        97.89
GET       6.600        97.97
GET       6.700        98.09
GET       6.800        98.16
GET       6.900        98.23
GET       7.000        98.30
GET       7.100        98.38
GET       7.200        98.43
GET       7.300        98.49
GET       7.400        98.57
GET       7.500        98.61
GET       7.600        98.67
GET       7.700        98.74
GET       7.800        98.80
GET       7.900        98.86
GET       8.000        98.91
GET       8.100        98.96
GET       8.200        99.03
GET       8.300        99.07
GET       8.400        99.09
GET       8.500        99.13
GET       8.600        99.16
GET       8.700        99.19
GET       8.800        99.22
GET       8.900        99.25
GET       9.000        99.29
GET       9.100        99.31
GET       9.200        99.34
