1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         313.64          ---          ---      3.21400       326.02
Gets         313.63       918.07        22.82      3.14700       958.87
Waits          0.00          ---          ---      0.00000          ---
Totals       627.27       918.07        22.82      3.18000      1284.88


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.100         0.03
SET       2.200         0.43
SET       2.300         2.00
SET       2.400         7.21
SET       2.500        15.99
SET       2.600        27.93
SET       2.700        40.99
SET       2.800        52.73
SET       2.900        62.29
SET       3.000        70.28
SET       3.100        76.11
SET       3.200        80.37
SET       3.300        83.69
SET       3.400        86.18
SET       3.500        87.91
SET       3.600        89.22
SET       3.700        90.15
SET       3.800        90.88
SET       3.900        91.58
SET       4.000        92.14
SET       4.100        92.56
SET       4.200        92.99
SET       4.300        93.33
SET       4.400        93.67
SET       4.500        93.92
SET       4.600        94.10
SET       4.700        94.31
SET       4.800        94.44
SET       4.900        94.54
SET       5.000        94.66
SET       5.100        94.78
SET       5.200        94.96
SET       5.300        95.06
SET       5.400        95.21
SET       5.500        95.30
SET       5.600        95.39
SET       5.700        95.48
SET       5.800        95.54
SET       5.900        95.64
SET       6.000        95.71
SET       6.100        95.82
SET       6.200        95.89
SET       6.300        95.98
SET       6.400        96.06
SET       6.500        96.11
SET       6.600        96.16
SET       6.700        96.21
SET       6.800        96.29
SET       6.900        96.34
SET       7.000        96.38
SET       7.100        96.45
SET       7.200        96.51
SET       7.300        96.56
SET       7.400        96.59
SET       7.500        96.63
SET       7.600        96.68
SET       7.700        96.75
SET       7.800        96.82
SET       7.900        96.93
SET       8.000        97.08
SET       8.100        97.22
SET       8.200        97.32
SET       8.300        97.42
SET       8.400        97.50
SET       8.500        97.59
SET       8.600        97.69
SET       8.700        97.77
SET       8.800        97.84
SET       8.900        97.93
SET       9.000        98.01
SET       9.100        98.09
SET       9.200        98.17
SET       9.300        98.28
SET       9.400        98.40
SET       9.500        98.56
SET       9.600        98.68
SET       9.700        98.83
SET       9.800        98.97
SET       9.900        99.04
SET      10.000        99.45
SET      11.000        99.67
SET      12.000        99.74
SET      13.000        99.77
SET      14.000        99.78
SET      15.000        99.83
SET      16.000        99.87
SET      17.000        99.90
SET      18.000        99.91
SET      19.000        99.92
SET      22.000        99.93
SET      23.000        99.93
SET      24.000        99.94
SET      28.000        99.94
SET      30.000        99.95
SET      31.000        99.96
SET      37.000        99.96
SET      54.000        99.97
SET      81.000        99.98
SET      83.000        99.99
SET      85.000        99.99
SET      96.000       100.00
---
GET       2.000         0.01
GET       2.100         0.10
GET       2.200         0.91
GET       2.300         4.17
GET       2.400        10.87
GET       2.500        21.21
GET       2.600        33.65
GET       2.700        46.11
GET       2.800        56.86
GET       2.900        65.23
GET       3.000        72.40
GET       3.100        77.46
GET       3.200        81.04
GET       3.300        83.96
GET       3.400        86.08
GET       3.500        87.71
GET       3.600        89.18
GET       3.700        90.18
GET       3.800        90.94
GET       3.900        91.49
GET       4.000        92.11
GET       4.100        92.55
GET       4.200        92.98
GET       4.300        93.43
GET       4.400        93.71
GET       4.500        93.95
GET       4.600        94.25
GET       4.700        94.41
GET       4.800        94.53
GET       4.900        94.66
GET       5.000        94.82
GET       5.100        94.98
GET       5.200        95.14
GET       5.300        95.25
GET       5.400        95.41
GET       5.500        95.57
GET       5.600        95.68
GET       5.700        95.73
GET       5.800        95.80
GET       5.900        95.92
GET       6.000        95.98
GET       6.100        96.05
GET       6.200        96.11
GET       6.300        96.21
GET       6.400        96.27
GET       6.500        96.33
GET       6.600        96.40
GET       6.700        96.44
GET       6.800        96.50
GET       6.900        96.56
GET       7.000        96.58
GET       7.100        96.65
GET       7.200        96.72
GET       7.300        96.74
GET       7.400        96.77
GET       7.500        96.81
GET       7.600        96.89
GET       7.700        96.96
GET       7.800        97.04
GET       7.900        97.13
GET       8.000        97.27
GET       8.100        97.36
GET       8.200        97.51
GET       8.300        97.62
GET       8.400        97.70
GET       8.500        97.79
GET       8.600        97.87
GET       8.700        97.94
GET       8.800        98.02
GET       8.900        98.10
GET       9.000        98.19
GET       9.100        98.29
GET       9.200        98.45
GET       9.300        98.59
GET       9.400        98.70
GET       9.500        98.82
GET       9.600        98.93
GET       9.700        99.09
GET       9.800        99.17
GET       9.900        99.25
GET      10.000        99.61
GET      11.000        99.74
GET      12.000        99.82
GET      13.000        99.84
GET      14.000        99.85
GET      15.000        99.86
GET      16.000        99.89
GET      17.000        99.91
GET      18.000        99.94
GET      19.000        99.95
GET      20.000        99.95
GET      23.000        99.96
GET      24.000        99.97
GET      27.000        99.97
GET      29.000        99.98
GET      30.000        99.98
GET      36.000        99.99
GET      37.000        99.99
GET      96.000       100.00
---
