1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         306.85          ---          ---      3.66400       318.95
Gets         306.81       293.26        13.55      2.84000       308.40
Waits          0.00          ---          ---      0.00000          ---
Totals       613.66       293.26        13.55      3.25200       627.34


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.000         0.01
SET       2.100         0.16
SET       2.200         1.37
SET       2.300         5.50
SET       2.400        13.12
SET       2.500        23.69
SET       2.600        34.58
SET       2.700        44.92
SET       2.800        54.12
SET       2.900        61.52
SET       3.000        67.11
SET       3.100        71.30
SET       3.200        74.61
SET       3.300        77.37
SET       3.400        79.20
SET       3.500        80.67
SET       3.600        81.80
SET       3.700        82.77
SET       3.800        83.50
SET       3.900        84.03
SET       4.000        84.63
SET       4.100        85.04
SET       4.200        85.48
SET       4.300        85.79
SET       4.400        86.06
SET       4.500        86.28
SET       4.600        86.50
SET       4.700        86.72
SET       4.800        86.88
SET       4.900        86.98
SET       5.000        87.18
SET       5.100        87.30
SET       5.200        87.39
SET       5.300        87.50
SET       5.400        87.61
SET       5.500        87.70
SET       5.600        87.77
SET       5.700        87.83
SET       5.800        87.91
SET       5.900        87.99
SET       6.000        88.04
SET       6.100        88.12
SET       6.200        88.16
SET       6.300        88.24
SET       6.400        88.28
SET       6.500        88.32
SET       6.600        88.37
SET       6.700        88.41
SET       6.800        88.45
SET       6.900        88.49
SET       7.000        88.53
SET       7.100        88.57
SET       7.200        88.59
SET       7.300        88.63
SET       7.400        88.64
SET       7.500        88.70
SET       7.600        88.81
SET       7.700        88.96
SET       7.800        89.16
SET       7.900        89.41
SET       8.000        89.74
SET       8.100        90.10
SET       8.200        90.39
SET       8.300        90.70
SET       8.400        91.08
SET       8.500        91.39
SET       8.600        91.68
SET       8.700        91.98
SET       8.800        92.34
SET       8.900        92.69
SET       9.000        93.02
SET       9.100        93.49
SET       9.200        93.94
SET       9.300        94.36
SET       9.400        94.92
SET       9.500        95.63
SET       9.600        96.31
SET       9.700        96.91
SET       9.800        97.43
SET       9.900        97.90
SET      10.000        99.10
SET      11.000        99.49
SET      12.000        99.59
SET      13.000        99.64
SET      14.000        99.71
SET      15.000        99.76
SET      16.000        99.78
SET      17.000        99.79
SET      18.000        99.83
SET      19.000        99.83
SET      20.000        99.88
SET      21.000        99.88
SET      22.000        99.89
SET      23.000        99.89
SET      25.000        99.90
SET      27.000        99.91
SET      28.000        99.92
SET      32.000        99.93
SET      34.000        99.94
SET      43.000        99.95
SET      44.000        99.96
SET      45.000        99.96
SET      47.000        99.97
SET      50.000        99.98
SET      55.000        99.98
SET      57.000        99.99
SET      59.000        99.99
SET      69.000       100.00
---
GET       0.570         0.01
GET       0.600         0.02
GET       0.610         0.03
GET       0.620         0.04
GET       0.630         0.07
GET       0.640         0.07
GET       0.650         0.09
GET       0.660         0.12
GET       0.670         0.16
GET       0.680         0.20
GET       0.690         0.24
GET       0.700         0.30
GET       0.710         0.35
GET       0.720         0.42
GET       0.730         0.51
GET       0.740         0.59
GET       0.750         0.68
GET       0.760         0.78
GET       0.770         0.86
GET       0.780         0.97
GET       0.790         1.21
GET       0.800         1.47
GET       0.810         1.64
GET       0.820         1.88
GET       0.830         2.11
GET       0.840         2.35
GET       0.850         2.53
GET       0.860         2.76
GET       0.870         3.00
GET       0.880         3.32
GET       0.890         3.67
GET       0.900         4.00
GET       0.910         4.35
GET       0.920         4.65
GET       0.930         4.96
GET       0.940         5.32
GET       0.950         5.68
GET       0.960         6.05
GET       0.970         6.40
GET       0.980         6.78
GET       0.990         7.18
GET       1.000         9.40
GET       1.100        13.33
GET       1.200        16.65
GET       1.300        19.16
GET       1.400        21.21
GET       1.500        22.77
GET       1.600        24.05
GET       1.700        24.99
GET       1.800        25.79
GET       1.900        26.27
GET       2.000        27.49
GET       2.100        30.38
GET       2.200        36.88
GET       2.300        45.18
GET       2.400        54.25
GET       2.500        62.18
GET       2.600        68.89
GET       2.700        74.25
GET       2.800        78.09
GET       2.900        80.88
GET       3.000        83.02
GET       3.100        84.49
GET       3.200        85.90
GET       3.300        86.83
GET       3.400        87.50
GET       3.500        88.10
GET       3.600        88.54
GET       3.700        88.89
GET       3.800        89.18
GET       3.900        89.43
GET       4.000        89.60
GET       4.100        89.79
GET       4.200        89.93
GET       4.300        90.08
GET       4.400        90.18
GET       4.500        90.29
GET       4.600        90.42
GET       4.700        90.52
GET       4.800        90.59
GET       4.900        90.65
GET       5.000        90.73
GET       5.100        90.77
GET       5.200        90.85
GET       5.300        90.89
GET       5.400        90.94
GET       5.500        90.97
GET       5.600        91.02
GET       5.700        91.05
GET       5.800        91.09
GET       5.900        91.11
GET       6.000        91.13
GET       6.100        91.18
GET       6.200        91.22
GET       6.300        91.24
GET       6.400        91.27
GET       6.500        91.28
GET       6.600        91.30
GET       6.700        91.34
GET       6.800        91.37
GET       6.900        91.40
GET       7.000        91.41
GET       7.100        91.43
GET       7.200        91.44
GET       7.300        91.48
GET       7.400        91.55
GET       7.500        91.61
GET       7.600        91.78
GET       7.700        92.05
GET       7.800        92.26
GET       7.900        92.60
GET       8.000        92.96
GET       8.100        93.33
GET       8.200        93.60
GET       8.300        93.95
GET       8.400        94.27
GET       8.500        94.63
GET       8.600        94.94
GET       8.700        95.12
GET       8.800        95.44
GET       8.900        95.86
GET       9.000        96.20
GET       9.100        96.57
GET       9.200        97.01
GET       9.300        97.46
GET       9.400        97.89
GET       9.500        98.26
GET       9.600        98.53
GET       9.700        98.75
GET       9.800        98.92
GET       9.900        99.12
GET      10.000        99.53
GET      11.000        99.69
GET      12.000        99.76
GET      13.000        99.76
GET      14.000        99.79
GET      15.000        99.83
GET      16.000        99.84
GET      17.000        99.85
GET      18.000        99.89
GET      19.000        99.91
GET      28.000        99.91
GET      29.000        99.92
GET      30.000        99.93
GET      34.000        99.94
GET      44.000        99.95
GET      50.000        99.95
GET      52.000        99.97
GET      55.000        99.97
GET      57.000        99.98
GET      60.000        99.99
GET      72.000        99.99
GET      83.000       100.00
---
