1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         303.34          ---          ---      3.30600       315.30
Gets         303.34      1789.73        30.30      3.26900      1866.09
Waits          0.00          ---          ---      0.00000          ---
Totals       606.68      1789.73        30.30      3.28800      2181.39


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.100         0.02
SET       2.200         0.22
SET       2.300         2.12
SET       2.400         7.76
SET       2.500        17.75
SET       2.600        30.04
SET       2.700        42.43
SET       2.800        52.55
SET       2.900        60.36
SET       3.000        65.94
SET       3.100        70.35
SET       3.200        73.80
SET       3.300        76.57
SET       3.400        78.69
SET       3.500        80.34
SET       3.600        81.85
SET       3.700        83.01
SET       3.800        84.33
SET       3.900        85.64
SET       4.000        86.76
SET       4.100        87.82
SET       4.200        88.64
SET       4.300        89.41
SET       4.400        90.08
SET       4.500        90.72
SET       4.600        91.34
SET       4.700        91.82
SET       4.800        92.50
SET       4.900        92.97
SET       5.000        93.38
SET       5.100        93.81
SET       5.200        94.18
SET       5.300        94.53
SET       5.400        94.82
SET       5.500        95.02
SET       5.600        95.31
SET       5.700        95.56
SET       5.800        95.73
SET       5.900        95.93
SET       6.000        96.13
SET       6.100        96.32
SET       6.200        96.51
SET       6.300        96.70
SET       6.400        96.84
SET       6.500        97.02
SET       6.600        97.14
SET       6.700        97.31
SET       6.800        97.43
SET       6.900        97.56
SET       7.000        97.64
SET       7.100        97.76
SET       7.200        97.85
SET       7.300        97.90
SET       7.400        98.01
SET       7.500        98.08
SET       7.600        98.13
SET       7.700        98.18
SET       7.800        98.24
SET       7.900        98.34
SET       8.000        98.41
SET       8.100        98.49
SET       8.200        98.56
SET       8.300        98.62
SET       8.400        98.65
SET       8.500        98.69
SET       8.600        98.75
SET       8.700        98.79
SET       8.800        98.86
SET       8.900        98.90
SET       9.000        98.96
SET       9.100        99.01
SET       9.200        99.07
SET       9.300        99.15
SET       9.400        99.17
SET       9.500        99.26
SET       9.600        99.30
SET       9.700        99.32
SET       9.800        99.36
SET       9.900        99.41
SET      10.000        99.57
SET      11.000        99.73
SET      12.000        99.80
SET      13.000        99.84
SET      14.000        99.85
SET      15.000        99.87
SET      16.000        99.90
SET      17.000        99.92
SET      18.000        99.93
SET      19.000        99.93
SET      21.000        99.95
SET      23.000        99.96
SET      26.000        99.96
SET      30.000        99.97
SET      49.000        99.97
SET      60.000        99.98
SET      80.000        99.98
SET     110.000        99.99
SET     450.000       100.00
---
GET       2.100         0.01
GET       2.200         0.20
GET       2.300         1.54
GET       2.400         6.18
GET       2.500        14.97
GET       2.600        26.69
GET       2.700        39.09
GET       2.800        50.06
GET       2.900        57.96
GET       3.000        64.60
GET       3.100        69.52
GET       3.200        73.22
GET       3.300        76.17
GET       3.400        78.35
GET       3.500        80.05
GET       3.600        81.58
GET       3.700        83.03
GET       3.800        84.28
GET       3.900        85.57
GET       4.000        86.76
GET       4.100        87.67
GET       4.200        88.64
GET       4.300        89.52
GET       4.400        90.29
GET       4.500        90.91
GET       4.600        91.57
GET       4.700        92.14
GET       4.800        92.76
GET       4.900        93.26
GET       5.000        93.71
GET       5.100        94.12
GET       5.200        94.52
GET       5.300        94.85
GET       5.400        95.08
GET       5.500        95.29
GET       5.600        95.54
GET       5.700        95.79
GET       5.800        95.94
GET       5.900        96.13
GET       6.000        96.30
GET       6.100        96.47
GET       6.200        96.70
GET       6.300        96.95
GET       6.400        97.13
GET       6.500        97.25
GET       6.600        97.35
GET       6.700        97.54
GET       6.800        97.65
GET       6.900        97.78
GET       7.000        97.87
GET       7.100        97.93
GET       7.200        98.06
GET       7.300        98.14
GET       7.400        98.21
GET       7.500        98.26
GET       7.600        98.30
GET       7.700        98.34
GET       7.800        98.40
GET       7.900        98.47
GET       8.000        98.51
GET       8.100        98.55
GET       8.200        98.59
GET       8.300        98.66
GET       8.400        98.72
GET       8.500        98.74
GET       8.600        98.81
GET       8.700        98.84
GET       8.800        98.87
GET       8.900        98.91
GET       9.000        98.93
GET       9.100        98.98
GET       9.200        99.03
GET       9.300        99.07
GET       9.400        99.10
GET       9.500        99.14
GET       9.600        99.18
GET       9.700        99.23
GET       9.800        99.28
GET       9.900        99.32
GET      10.000        99.51
GET      11.000        99.71
GET      12.000        99.78
GET      13.000        99.82
GET      14.000        99.83
GET      15.000        99.86
GET      16.000        99.89
GET      17.000        99.90
GET      19.000        99.91
GET      20.000        99.92
GET      21.000        99.95
GET      22.000        99.96
GET      23.000        99.97
GET      24.000        99.97
GET      31.000        99.98
GET      35.000        99.99
GET      49.000        99.99
GET     110.000       100.00
---
