1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         320.52          ---          ---      3.20200       333.16
Gets         320.50       937.90        23.62      3.02100       979.59
Waits          0.00          ---          ---      0.00000          ---
Totals       641.03       937.90        23.62      3.11200      1312.75


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.000         0.05
SET       2.100         0.57
SET       2.200         3.44
SET       2.300        10.66
SET       2.400        22.45
SET       2.500        36.45
SET       2.600        48.74
SET       2.700        59.25
SET       2.800        66.36
SET       2.900        71.31
SET       3.000        75.14
SET       3.100        78.41
SET       3.200        80.90
SET       3.300        82.75
SET       3.400        84.33
SET       3.500        85.70
SET       3.600        86.77
SET       3.700        87.78
SET       3.800        88.52
SET       3.900        89.25
SET       4.000        90.02
SET       4.100        90.63
SET       4.200        91.22
SET       4.300        91.82
SET       4.400        92.27
SET       4.500        92.66
SET       4.600        93.08
SET       4.700        93.39
SET       4.800        93.82
SET       4.900        94.10
SET       5.000        94.40
SET       5.100        94.68
SET       5.200        94.97
SET       5.300        95.23
SET       5.400        95.49
SET       5.500        95.72
SET       5.600        95.90
SET       5.700        96.11
SET       5.800        96.21
SET       5.900        96.34
SET       6.000        96.54
SET       6.100        96.64
SET       6.200        96.77
SET       6.300        96.91
SET       6.400        97.07
SET       6.500        97.18
SET       6.600        97.26
SET       6.700        97.35
SET       6.800        97.42
SET       6.900        97.48
SET       7.000        97.61
SET       7.100        97.70
SET       7.200        97.78
SET       7.300        97.86
SET       7.400        97.97
SET       7.500        98.07
SET       7.600        98.13
SET       7.700        98.19
SET       7.800        98.26
SET       7.900        98.32
SET       8.000        98.36
SET       8.100        98.42
SET       8.200        98.49
SET       8.300        98.56
SET       8.400        98.63
SET       8.500        98.69
SET       8.600        98.74
SET       8.700        98.78
SET       8.800        98.82
SET       8.900        98.87
SET       9.000        98.91
SET       9.100        98.95
SET       9.200        99.01
SET       9.300        99.06
SET       9.400        99.10
SET       9.500        99.14
SET       9.600        99.17
SET       9.700        99.18
SET       9.800        99.22
SET       9.900        99.27
SET      10.000        99.39
SET      11.000        99.59
SET      12.000        99.73
SET      13.000        99.79
SET      14.000        99.83
SET      15.000        99.86
SET      16.000        99.91
SET      19.000        99.92
SET      20.000        99.93
SET      21.000        99.94
SET      25.000        99.94
SET      26.000        99.95
SET      40.000        99.96
SET      71.000        99.96
SET      72.000        99.97
SET     140.000        99.97
SET     170.000        99.98
SET     610.000        99.99
SET     630.000       100.00
---
GET       2.000         0.16
GET       2.100         1.68
GET       2.200         6.44
GET       2.300        15.92
GET       2.400        28.27
GET       2.500        41.91
GET       2.600        53.13
GET       2.700        62.33
GET       2.800        69.06
GET       2.900        73.64
GET       3.000        77.41
GET       3.100        80.23
GET       3.200        82.27
GET       3.300        83.99
GET       3.400        85.36
GET       3.500        86.46
GET       3.600        87.40
GET       3.700        88.23
GET       3.800        89.04
GET       3.900        89.80
GET       4.000        90.60
GET       4.100        91.22
GET       4.200        91.80
GET       4.300        92.27
GET       4.400        92.77
GET       4.500        93.15
GET       4.600        93.54
GET       4.700        93.94
GET       4.800        94.25
GET       4.900        94.53
GET       5.000        94.82
GET       5.100        95.08
GET       5.200        95.33
GET       5.300        95.54
GET       5.400        95.79
GET       5.500        95.96
GET       5.600        96.16
GET       5.700        96.33
GET       5.800        96.47
GET       5.900        96.60
GET       6.000        96.74
GET       6.100        96.87
GET       6.200        97.02
GET       6.300        97.12
GET       6.400        97.25
GET       6.500        97.32
GET       6.600        97.42
GET       6.700        97.51
GET       6.800        97.61
GET       6.900        97.69
GET       7.000        97.81
GET       7.100        97.89
GET       7.200        97.95
GET       7.300        98.01
GET       7.400        98.10
GET       7.500        98.18
GET       7.600        98.25
GET       7.700        98.34
GET       7.800        98.38
GET       7.900        98.43
GET       8.000        98.48
GET       8.100        98.55
GET       8.200        98.60
GET       8.300        98.63
GET       8.400        98.71
GET       8.500        98.78
GET       8.600        98.84
GET       8.700        98.90
GET       8.800        98.95
GET       8.900        99.00
GET       9.000        99.04
GET       9.100        99.10
GET       9.200        99.14
GET       9.300        99.19
GET       9.400        99.24
GET       9.500        99.27
GET       9.600        99.30
GET       9.700        99.32
GET       9.800        99.37
GET       9.900        99.38
GET      10.000        99.53
GET      11.000        99.68
GET      12.000        99.77
GET      13.000        99.82
GET      14.000        99.84
GET      15.000        99.88
GET      16.000        99.90
GET      17.000        99.91
GET      18.000        99.93
GET      19.000        99.94
GET      20.000        99.95
GET      21.000        99.95
GET      22.000        99.96
GET      26.000        99.97
GET      40.000        99.98
GET     110.000        99.99
GET     140.000        99.99
GET     170.000       100.00
---
