1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         303.13          ---          ---      3.71700       315.08
Gets         303.11       290.01        13.10      2.86500       304.97
Waits          0.00          ---          ---      0.00000          ---
Totals       606.24       290.01        13.10      3.29100       620.06


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.100         0.03
SET       2.200         0.79
SET       2.300         4.29
SET       2.400        11.45
SET       2.500        21.60
SET       2.600        33.00
SET       2.700        43.72
SET       2.800        53.11
SET       2.900        60.23
SET       3.000        66.07
SET       3.100        70.63
SET       3.200        73.87
SET       3.300        76.19
SET       3.400        78.20
SET       3.500        79.55
SET       3.600        80.65
SET       3.700        81.71
SET       3.800        82.45
SET       3.900        83.09
SET       4.000        83.62
SET       4.100        84.02
SET       4.200        84.40
SET       4.300        84.75
SET       4.400        85.06
SET       4.500        85.27
SET       4.600        85.50
SET       4.700        85.67
SET       4.800        85.91
SET       4.900        86.06
SET       5.000        86.25
SET       5.100        86.44
SET       5.200        86.63
SET       5.300        86.80
SET       5.400        86.91
SET       5.500        87.03
SET       5.600        87.17
SET       5.700        87.26
SET       5.800        87.37
SET       5.900        87.50
SET       6.000        87.56
SET       6.100        87.65
SET       6.200        87.73
SET       6.300        87.80
SET       6.400        87.87
SET       6.500        87.91
SET       6.600        87.95
SET       6.700        88.04
SET       6.800        88.10
SET       6.900        88.17
SET       7.000        88.19
SET       7.100        88.22
SET       7.200        88.26
SET       7.300        88.34
SET       7.400        88.39
SET       7.500        88.42
SET       7.600        88.53
SET       7.700        88.65
SET       7.800        88.82
SET       7.900        89.06
SET       8.000        89.36
SET       8.100        89.67
SET       8.200        89.98
SET       8.300        90.30
SET       8.400        90.65
SET       8.500        91.02
SET       8.600        91.42
SET       8.700        91.73
SET       8.800        92.08
SET       8.900        92.38
SET       9.000        92.78
SET       9.100        93.28
SET       9.200        93.72
SET       9.300        94.28
SET       9.400        94.84
SET       9.500        95.45
SET       9.600        96.16
SET       9.700        96.76
SET       9.800        97.31
SET       9.900        97.73
SET      10.000        98.97
SET      11.000        99.47
SET      12.000        99.59
SET      13.000        99.66
SET      14.000        99.69
SET      15.000        99.74
SET      16.000        99.76
SET      17.000        99.78
SET      18.000        99.81
SET      19.000        99.85
SET      20.000        99.88
SET      23.000        99.88
SET      25.000        99.89
SET      27.000        99.90
SET      28.000        99.91
SET      29.000        99.92
SET      30.000        99.92
SET      31.000        99.93
SET      32.000        99.93
SET      33.000        99.95
SET      46.000        99.95
SET      47.000        99.96
SET      48.000        99.96
SET      52.000        99.97
SET      53.000        99.98
SET      54.000        99.98
SET      59.000        99.99
SET      61.000        99.99
SET      71.000       100.00
---
GET       0.590         0.01
GET       0.600         0.02
GET       0.610         0.02
GET       0.620         0.03
GET       0.630         0.03
GET       0.650         0.04
GET       0.660         0.05
GET       0.670         0.08
GET       0.680         0.10
GET       0.690         0.13
GET       0.700         0.17
GET       0.710         0.20
GET       0.720         0.27
GET       0.730         0.30
GET       0.740         0.36
GET       0.750         0.45
GET       0.760         0.56
GET       0.770         0.69
GET       0.780         0.78
GET       0.790         0.91
GET       0.800         1.03
GET       0.810         1.21
GET       0.820         1.40
GET       0.830         1.57
GET       0.840         1.82
