1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         302.68          ---          ---      3.26000       314.61
Gets         302.66      2686.01        37.93      3.32600      2799.02
Waits          0.00          ---          ---      0.00000          ---
Totals       605.34      2686.01        37.93      3.29300      3113.64


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.000         0.03
SET       2.100         0.46
SET       2.200         3.00
SET       2.300         9.02
SET       2.400        18.34
SET       2.500        29.72
SET       2.600        41.42
SET       2.700        51.41
SET       2.800        59.13
SET       2.900        64.79
SET       3.000        69.62
SET       3.100        72.98
SET       3.200        75.55
SET       3.300        77.78
SET       3.400        79.58
SET       3.500        81.07
SET       3.600        82.41
SET       3.700        83.68
SET       3.800        84.78
SET       3.900        85.93
SET       4.000        86.95
SET       4.100        87.74
SET       4.200        88.70
SET       4.300        89.47
SET       4.400        90.21
SET       4.500        90.89
SET       4.600        91.51
SET       4.700        92.03
SET       4.800        92.47
SET       4.900        92.89
SET       5.000        93.28
SET       5.100        93.64
SET       5.200        93.98
SET       5.300        94.28
SET       5.400        94.58
SET       5.500        94.87
SET       5.600        95.12
SET       5.700        95.39
SET       5.800        95.56
SET       5.900        95.75
SET       6.000        95.91
SET       6.100        96.12
SET       6.200        96.27
SET       6.300        96.43
SET       6.400        96.57
SET       6.500        96.73
SET       6.600        96.86
SET       6.700        97.04
SET       6.800        97.16
SET       6.900        97.29
SET       7.000        97.41
SET       7.100        97.51
SET       7.200        97.63
SET       7.300        97.73
SET       7.400        97.80
SET       7.500        97.88
SET       7.600        97.95
SET       7.700        98.01
SET       7.800        98.07
SET       7.900        98.16
SET       8.000        98.19
SET       8.100        98.30
SET       8.200        98.39
SET       8.300        98.42
SET       8.400        98.47
SET       8.500        98.55
SET       8.600        98.62
SET       8.700        98.68
SET       8.800        98.74
SET       8.900        98.78
SET       9.000        98.82
SET       9.100        98.89
SET       9.200        98.93
SET       9.300        99.02
SET       9.400        99.09
SET       9.500        99.14
SET       9.600        99.22
SET       9.700        99.28
SET       9.800        99.34
SET       9.900        99.37
SET      10.000        99.54
SET      11.000        99.66
SET      12.000        99.73
SET      13.000        99.77
SET      14.000        99.79
SET      15.000        99.82
SET      16.000        99.85
SET      17.000        99.86
SET      18.000        99.87
SET      19.000        99.87
SET      20.000        99.88
SET      21.000        99.90
SET      24.000        99.90
SET      25.000        99.91
SET      34.000        99.91
SET      39.000        99.92
SET      40.000        99.92
SET      47.000        99.93
SET      54.000        99.94
SET      55.000        99.94
SET      56.000        99.95
SET      59.000        99.96
SET      68.000        99.97
SET      71.000        99.97
SET      72.000        99.98
SET      76.000        99.98
SET     270.000        99.99
SET     450.000       100.00
---
GET       2.100         0.03
GET       2.200         0.57
GET       2.300         2.85
GET       2.400         8.56
GET       2.500        17.37
GET       2.600        28.63
GET       2.700        39.45
GET       2.800        49.18
GET       2.900        57.06
GET       3.000        63.22
GET       3.100        68.15
GET       3.200        71.60
GET       3.300        74.70
GET       3.400        77.14
GET       3.500        79.33
GET       3.600        81.17
GET       3.700        82.61
GET       3.800        83.98
GET       3.900        85.16
GET       4.000        86.24
GET       4.100        87.11
GET       4.200        88.20
GET       4.300        89.08
GET       4.400        89.78
GET       4.500        90.47
GET       4.600        91.03
GET       4.700        91.59
GET       4.800        92.09
GET       4.900        92.67
GET       5.000        93.07
GET       5.100        93.44
GET       5.200        93.84
GET       5.300        94.23
GET       5.400        94.54
GET       5.500        94.83
GET       5.600        95.07
GET       5.700        95.35
GET       5.800        95.60
GET       5.900        95.79
GET       6.000        95.96
GET       6.100        96.16
GET       6.200        96.29
GET       6.300        96.45
GET       6.400        96.57
GET       6.500        96.76
GET       6.600        96.93
GET       6.700        97.07
GET       6.800        97.21
GET       6.900        97.30
GET       7.000        97.44
GET       7.100        97.57
GET       7.200        97.68
GET       7.300        97.78
GET       7.400        97.83
GET       7.500        97.91
GET       7.600        97.95
GET       7.700        98.01
GET       7.800        98.07
GET       7.900        98.16
GET       8.000        98.20
GET       8.100        98.28
GET       8.200        98.34
GET       8.300        98.44
GET       8.400        98.50
GET       8.500        98.55
GET       8.600        98.61
GET       8.700        98.68
GET       8.800        98.74
GET       8.900        98.81
GET       9.000        98.84
GET       9.100        98.91
GET       9.200        98.98
GET       9.300        99.01
GET       9.400        99.07
GET       9.500        99.12
GET       9.600        99.19
GET       9.700        99.25
GET       9.800        99.28
GET       9.900        99.33
GET      10.000        99.57
GET      11.000        99.71
GET      12.000        99.80
GET      13.000        99.83
GET      14.000        99.84
GET      15.000        99.85
GET      16.000        99.87
GET      18.000        99.88
GET      20.000        99.90
GET      21.000        99.91
GET      22.000        99.92
GET      24.000        99.92
GET      25.000        99.93
GET      30.000        99.94
GET      33.000        99.94
GET      36.000        99.95
GET      40.000        99.96
GET      43.000        99.97
GET      55.000        99.97
GET      59.000        99.98
GET      61.000        99.98
GET      80.000        99.99
GET      88.000        99.99
GET     450.000       100.00
---
