1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         138.13          ---          ---      7.64500       143.58
Gets         138.11      1240.57         2.43      6.80900      1292.56
Waits          0.00          ---          ---      0.00000          ---
Totals       276.24      1240.57         2.43      7.22700      1436.13


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       4.800         0.01
SET       4.900         0.07
SET       5.000         0.19
SET       5.100         0.58
SET       5.200         1.38
SET       5.300         3.00
SET       5.400         5.21
SET       5.500         8.02
SET       5.600        11.35
SET       5.700        15.32
SET       5.800        20.04
SET       5.900        25.07
SET       6.000        29.67
SET       6.100        33.81
SET       6.200        38.16
SET       6.300        42.43
SET       6.400        46.57
SET       6.500        50.34
SET       6.600        54.16
SET       6.700        57.49
SET       6.800        60.42
SET       6.900        63.48
SET       7.000        65.89
SET       7.100        68.24
SET       7.200        70.27
SET       7.300        72.55
SET       7.400        74.46
SET       7.500        76.07
SET       7.600        77.65
SET       7.700        78.97
SET       7.800        80.18
SET       7.900        81.32
SET       8.000        82.50
SET       8.100        83.30
SET       8.200        84.03
SET       8.300        84.93
SET       8.400        85.90
SET       8.500        86.61
SET       8.600        87.33
SET       8.700        87.96
SET       8.800        88.59
SET       8.900        89.08
SET       9.000        89.58
SET       9.100        89.97
SET       9.200        90.40
SET       9.300        90.93
SET       9.400        91.28
SET       9.500        91.61
SET       9.600        92.00
SET       9.700        92.29
SET       9.800        92.60
SET       9.900        92.94
SET      10.000        94.49
SET      11.000        96.16
SET      12.000        97.36
SET      13.000        98.35
SET      14.000        98.68
SET      15.000        98.97
SET      16.000        99.10
SET      17.000        99.26
SET      18.000        99.31
SET      19.000        99.42
SET      20.000        99.44
SET      21.000        99.47
SET      22.000        99.49
SET      23.000        99.54
SET      24.000        99.58
SET      25.000        99.60
SET      26.000        99.63
SET      27.000        99.67
SET      28.000        99.70
SET      29.000        99.71
SET      30.000        99.73
SET      31.000        99.75
SET      33.000        99.77
SET      35.000        99.78
SET      37.000        99.79
SET      39.000        99.81
SET      55.000        99.82
SET      68.000        99.83
SET      87.000        99.84
SET     110.000        99.89
SET     190.000        99.92
SET     320.000        99.93
SET     420.000        99.94
SET     510.000        99.96
SET     570.000        99.98
SET     620.000       100.00
---
GET       4.300         0.01
GET       4.400         0.19
GET       4.500         0.69
GET       4.600         2.21
GET       4.700         4.31
GET       4.800         6.71
GET       4.900         9.92
GET       5.000        14.15
GET       5.100        18.55
GET       5.200        23.40
GET       5.300        27.67
GET       5.400        32.05
GET       5.500        36.55
GET       5.600        40.30
GET       5.700        44.66
GET       5.800        48.52
GET       5.900        51.59
GET       6.000        54.77
GET       6.100        57.87
GET       6.200        60.95
GET       6.300        63.94
GET       6.400        66.43
GET       6.500        68.58
GET       6.600        70.40
GET       6.700        72.39
GET       6.800        74.32
GET       6.900        75.94
GET       7.000        77.23
GET       7.100        78.42
GET       7.200        79.69
GET       7.300        80.81
GET       7.400        82.06
GET       7.500        83.05
GET       7.600        84.00
GET       7.700        84.82
GET       7.800        85.64
GET       7.900        86.32
GET       8.000        87.10
GET       8.100        87.76
GET       8.200        88.44
GET       8.300        88.97
GET       8.400        89.44
GET       8.500        89.90
GET       8.600        90.35
GET       8.700        90.87
GET       8.800        91.13
GET       8.900        91.53
GET       9.000        91.95
GET       9.100        92.41
GET       9.200        92.72
GET       9.300        92.94
GET       9.400        93.24
GET       9.500        93.54
GET       9.600        93.80
GET       9.700        94.09
GET       9.800        94.28
GET       9.900        94.59
GET      10.000        95.96
GET      11.000        97.22
GET      12.000        98.06
GET      13.000        98.54
GET      14.000        98.85
GET      15.000        99.12
GET      16.000        99.30
GET      17.000        99.41
GET      18.000        99.47
GET      19.000        99.53
GET      20.000        99.58
GET      21.000        99.60
GET      22.000        99.63
GET      23.000        99.65
GET      24.000        99.67
GET      25.000        99.71
GET      26.000        99.72
GET      27.000        99.73
GET      28.000        99.77
GET      30.000        99.78
GET      31.000        99.81
GET      36.000        99.82
GET      38.000        99.83
GET      39.000        99.84
GET      41.000        99.86
GET      42.000        99.87
GET      43.000        99.88
GET      46.000        99.90
GET      47.000        99.92
GET     290.000        99.93
GET     300.000        99.94
GET     310.000        99.95
GET     400.000        99.98
GET     420.000        99.99
GET     570.000       100.00
---
