1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         146.49          ---          ---      7.37800       152.27
Gets         146.49       876.88         2.07      6.25100       914.11
Waits          0.00          ---          ---      0.00000          ---
Totals       292.98       876.88         2.07      6.81500      1066.38


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       5.000         0.03
SET       5.100         0.16
SET       5.200         0.75
SET       5.300         2.39
SET       5.400         4.52
SET       5.500         7.42
SET       5.600        11.32
SET       5.700        15.72
SET       5.800        20.47
SET       5.900        25.54
SET       6.000        29.85
SET       6.100        34.40
SET       6.200        39.14
SET       6.300        43.15
SET       6.400        47.03
SET       6.500        50.83
SET       6.600        54.58
SET       6.700        57.82
SET       6.800        61.07
SET       6.900        63.99
SET       7.000        66.47
SET       7.100        68.78
SET       7.200        71.09
SET       7.300        72.99
SET       7.400        74.71
SET       7.500        76.30
SET       7.600        77.76
SET       7.700        79.14
SET       7.800        80.33
SET       7.900        81.30
SET       8.000        82.31
SET       8.100        83.11
SET       8.200        83.87
SET       8.300        84.80
SET       8.400        85.53
SET       8.500        86.20
SET       8.600        86.96
SET       8.700        87.62
SET       8.800        88.25
SET       8.900        88.82
SET       9.000        89.29
SET       9.100        89.74
SET       9.200        90.22
SET       9.300        90.64
SET       9.400        91.09
SET       9.500        91.55
SET       9.600        91.91
SET       9.700        92.32
SET       9.800        92.76
SET       9.900        93.03
SET      10.000        94.74
SET      11.000        96.72
SET      12.000        97.69
SET      13.000        98.41
SET      14.000        98.79
SET      15.000        99.11
SET      16.000        99.34
SET      17.000        99.47
SET      18.000        99.50
SET      19.000        99.58
SET      20.000        99.59
SET      21.000        99.62
SET      22.000        99.67
SET      23.000        99.70
SET      24.000        99.73
SET      26.000        99.74
SET      29.000        99.76
SET      30.000        99.77
SET      32.000        99.81
SET      34.000        99.82
SET      37.000        99.83
SET      39.000        99.85
SET      41.000        99.86
SET      43.000        99.87
SET      47.000        99.89
SET      51.000        99.90
SET      58.000        99.91
SET      64.000        99.92
SET      71.000        99.93
SET      96.000        99.94
SET     170.000        99.95
SET     280.000        99.97
SET     580.000        99.99
SET     660.000       100.00
---
GET       4.000         0.01
GET       4.100         0.02
GET       4.200         0.26
GET       4.300         1.17
GET       4.400         2.79
GET       4.500         5.63
GET       4.600         9.36
GET       4.700        13.32
GET       4.800        17.99
GET       4.900        22.97
GET       5.000        27.69
GET       5.100        32.39
GET       5.200        37.38
GET       5.300        41.64
GET       5.400        45.54
GET       5.500        49.24
GET       5.600        52.57
GET       5.700        56.17
GET       5.800        58.93
GET       5.900        61.85
GET       6.000        64.62
GET       6.100        67.25
GET       6.200        69.58
GET       6.300        71.65
GET       6.400        73.50
GET       6.500        75.26
GET       6.600        76.73
GET       6.700        78.03
GET       6.800        79.43
GET       6.900        80.78
GET       7.000        82.09
GET       7.100        83.07
GET       7.200        83.95
GET       7.300        84.84
GET       7.400        85.65
GET       7.500        86.43
GET       7.600        86.93
GET       7.700        87.52
GET       7.800        88.24
GET       7.900        88.81
GET       8.000        89.37
GET       8.100        89.91
GET       8.200        90.33
GET       8.300        90.91
GET       8.400        91.35
GET       8.500        91.72
GET       8.600        92.18
GET       8.700        92.56
GET       8.800        92.82
GET       8.900        93.09
GET       9.000        93.46
GET       9.100        93.75
GET       9.200        94.06
GET       9.300        94.24
GET       9.400        94.46
GET       9.500        94.78
GET       9.600        95.02
GET       9.700        95.26
GET       9.800        95.51
GET       9.900        95.71
GET      10.000        96.73
GET      11.000        97.87
GET      12.000        98.49
GET      13.000        99.01
GET      14.000        99.20
GET      15.000        99.36
GET      16.000        99.45
GET      17.000        99.56
GET      18.000        99.64
GET      19.000        99.66
GET      20.000        99.69
GET      21.000        99.70
GET      22.000        99.73
GET      23.000        99.74
GET      24.000        99.75
GET      25.000        99.80
GET      26.000        99.81
GET      28.000        99.83
GET      29.000        99.84
GET      30.000        99.85
GET      33.000        99.87
GET      39.000        99.89
GET      47.000        99.90
GET      50.000        99.91
GET      53.000        99.92
GET      54.000        99.93
GET      55.000        99.94
GET      63.000        99.95
GET      71.000        99.97
GET      92.000        99.98
GET     110.000        99.99
GET     660.000       100.00
---
