1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         241.38          ---          ---      4.62000       250.90
Gets         241.36       721.76         2.33      3.64800       753.59
Waits          0.00          ---          ---      0.00000          ---
Totals       482.74       721.76         2.33      4.13400      1004.49


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.960         0.01
SET       0.970         0.01
SET       1.000         0.04
SET       1.100         0.50
SET       1.200         2.01
SET       1.300         4.90
SET       1.400        10.22
SET       1.500        16.43
SET       1.600        22.72
SET       1.700        29.11
SET       1.800        35.20
SET       1.900        40.82
SET       2.000        45.75
SET       2.100        50.10
SET       2.200        53.36
SET       2.300        56.31
SET       2.400        58.80
SET       2.500        60.81
SET       2.600        62.38
SET       2.700        63.81
SET       2.800        65.00
SET       2.900        65.77
SET       3.000        66.71
SET       3.100        67.27
SET       3.200        67.72
SET       3.300        68.18
SET       3.400        68.47
SET       3.500        68.81
SET       3.600        69.10
SET       3.700        69.45
SET       3.800        69.66
SET       3.900        69.90
SET       4.000        70.13
SET       4.100        70.30
SET       4.200        70.49
SET       4.300        70.62
SET       4.400        70.75
SET       4.500        70.84
SET       4.600        71.00
SET       4.700        71.06
SET       4.800        71.16
SET       4.900        71.30
SET       5.000        71.42
SET       5.100        71.51
SET       5.200        71.58
SET       5.300        71.66
SET       5.400        71.73
SET       5.500        71.80
SET       5.600        71.91
SET       5.700        71.98
SET       5.800        72.06
SET       5.900        72.12
SET       6.000        72.20
SET       6.100        72.29
SET       6.200        72.36
SET       6.300        72.42
SET       6.400        72.45
SET       6.500        72.51
SET       6.600        72.57
SET       6.700        72.61
SET       6.800        72.65
SET       6.900        72.69
SET       7.000        72.74
SET       7.100        72.80
SET       7.200        72.87
SET       7.300        72.94
SET       7.400        73.04
SET       7.500        73.16
SET       7.600        73.27
SET       7.700        73.43
SET       7.800        73.61
SET       7.900        73.79
SET       8.000        74.10
SET       8.100        74.59
SET       8.200        75.26
SET       8.300        76.22
SET       8.400        77.27
SET       8.500        78.65
SET       8.600        80.33
SET       8.700        82.02
SET       8.800        83.95
SET       8.900        85.66
SET       9.000        87.23
SET       9.100        88.76
SET       9.200        89.83
SET       9.300        90.79
SET       9.400        91.80
SET       9.500        92.50
SET       9.600        93.14
SET       9.700        93.77
SET       9.800        94.32
SET       9.900        94.81
SET      10.000        96.68
SET      11.000        97.83
SET      12.000        98.34
