1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         228.39          ---          ---      4.60900       237.40
Gets         228.38      2049.68         5.70      4.12600      2135.60
Waits          0.00          ---          ---      0.00000          ---
Totals       456.77      2049.68         5.70      4.36700      2373.00


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.990         0.01
SET       1.000         0.06
SET       1.100         0.61
SET       1.200         2.28
SET       1.300         5.49
SET       1.400        10.28
SET       1.500        16.32
SET       1.600        22.68
SET       1.700        28.93
SET       1.800        34.49
SET       1.900        39.79
SET       2.000        44.24
SET       2.100        48.42
SET       2.200        51.68
SET       2.300        54.28
SET       2.400        56.48
SET       2.500        58.27
SET       2.600        59.68
SET       2.700        61.00
SET       2.800        62.04
SET       2.900        62.99
SET       3.000        63.69
SET       3.100        64.17
SET       3.200        64.67
SET       3.300        65.19
SET       3.400        65.61
SET       3.500        65.98
SET       3.600        66.29
SET       3.700        66.68
SET       3.800        66.89
SET       3.900        67.13
SET       4.000        67.33
SET       4.100        67.54
SET       4.200        67.77
SET       4.300        67.93
SET       4.400        68.10
SET       4.500        68.24
SET       4.600        68.39
SET       4.700        68.56
SET       4.800        68.69
SET       4.900        68.80
SET       5.000        68.86
SET       5.100        68.97
SET       5.200        69.10
SET       5.300        69.18
SET       5.400        69.28
SET       5.500        69.37
SET       5.600        69.47
SET       5.700        69.54
SET       5.800        69.61
SET       5.900        69.69
SET       6.000        69.73
SET       6.100        69.76
SET       6.200        69.83
SET       6.300        69.91
SET       6.400        69.98
SET       6.500        70.05
SET       6.600        70.12
SET       6.700        70.21
SET       6.800        70.28
SET       6.900        70.30
SET       7.000        70.35
SET       7.100        70.42
SET       7.200        70.51
SET       7.300        70.58
SET       7.400        70.64
SET       7.500        70.76
SET       7.600        70.86
SET       7.700        71.02
SET       7.800        71.31
SET       7.900        71.75
SET       8.000        72.20
SET       8.100        72.82
SET       8.200        73.75
SET       8.300        74.91
SET       8.400        76.29
SET       8.500        77.85
SET       8.600        79.60
SET       8.700        81.49
SET       8.800        83.22
SET       8.900        84.99
SET       9.000        86.59
SET       9.100        87.92
SET       9.200        89.09
SET       9.300        90.12
SET       9.400        91.18
SET       9.500        92.12
SET       9.600        92.83
SET       9.700        93.43
SET       9.800        93.98
SET       9.900        94.49
SET      10.000        96.14
SET      11.000        97.53
SET      12.000        98.10
SET      13.000        98.42
SET      14.000        98.63
SET      15.000        98.87
SET      16.000        98.97
SET      17.000        99.06
SET      18.000        99.23
SET      19.000        99.31
SET      20.000        99.39
SET      21.000        99.42
SET      22.000        99.49
SET      23.000        99.52
SET      24.000        99.54
SET      25.000        99.56
SET      27.000        99.58
SET      28.000        99.60
SET      29.000        99.62
SET      30.000        99.64
SET      31.000        99.66
SET      32.000        99.67
SET      33.000        99.70
SET      34.000        99.72
SET      35.000        99.73
SET      36.000        99.74
SET      37.000        99.76
SET      38.000        99.79
SET      41.000        99.80
SET      44.000        99.80
SET      46.000        99.82
SET      47.000        99.83
SET      48.000        99.85
SET      50.000        99.85
SET      57.000        99.86
SET      58.000        99.87
SET      60.000        99.91
SET      61.000        99.93
SET      67.000        99.93
SET      69.000        99.95
SET      71.000        99.96
SET      77.000        99.96
SET     110.000        99.97
SET     130.000        99.98
SET     160.000        99.99
SET    1200.000       100.00
---
GET       0.650         0.01
GET       0.780         0.01
GET       0.800         0.02
GET       0.820         0.03
GET       0.830         0.05
GET       0.840         0.09
GET       0.850         0.12
GET       0.860         0.13
GET       0.870         0.18
GET       0.880         0.21
GET       0.890         0.25
GET       0.900         0.32
GET       0.910         0.39
GET       0.920         0.46
GET       0.930         0.55
GET       0.940         0.66
GET       0.950         0.76
GET       0.960         0.88
GET       0.970         1.01
GET       0.980         1.16
GET       0.990         1.36
GET       1.000         2.62
GET       1.100         5.76
GET       1.200        10.51
GET       1.300        16.06
GET       1.400        22.16
GET       1.500        28.31
GET       1.600        33.76
GET       1.700        38.58
GET       1.800        43.52
GET       1.900        47.84
GET       2.000        51.43
GET       2.100        54.64
GET       2.200        57.15
GET       2.300        59.35
GET       2.400        61.18
GET       2.500        62.71
GET       2.600        64.10
GET       2.700        65.23
GET       2.800        66.10
GET       2.900        66.93
GET       3.000        67.62
GET       3.100        68.07
GET       3.200        68.61
GET       3.300        68.96
GET       3.400        69.26
GET       3.500        69.55
GET       3.600        69.82
GET       3.700        70.10
GET       3.800        70.31
GET       3.900        70.48
GET       4.000        70.70
GET       4.100        70.88
GET       4.200        71.00
GET       4.300        71.15
GET       4.400        71.28
GET       4.500        71.34
GET       4.600        71.44
GET       4.700        71.58
GET       4.800        71.66
GET       4.900        71.81
GET       5.000        71.93
GET       5.100        72.05
GET       5.200        72.09
GET       5.300        72.19
GET       5.400        72.27
GET       5.500        72.33
GET       5.600        72.41
GET       5.700        72.52
GET       5.800        72.56
GET       5.900        72.63
GET       6.000        72.68
GET       6.100        72.71
GET       6.200        72.77
GET       6.300        72.82
GET       6.400        72.90
GET       6.500        73.00
GET       6.600        73.03
GET       6.700        73.07
GET       6.800        73.15
GET       6.900        73.23
GET       7.000        73.31
GET       7.100        73.39
GET       7.200        73.50
GET       7.300        73.61
GET       7.400        73.82
GET       7.500        74.09
GET       7.600        74.34
GET       7.700        74.65
GET       7.800        75.17
GET       7.900        75.83
GET       8.000        76.67
GET       8.100        77.57
GET       8.200        78.69
GET       8.300        80.18
GET       8.400        81.57
GET       8.500        82.93
GET       8.600        84.46
GET       8.700        85.77
GET       8.800        87.21
GET       8.900        88.62
GET       9.000        89.89
GET       9.100        90.92
GET       9.200        91.83
GET       9.300        92.56
GET       9.400        93.26
GET       9.500        93.90
GET       9.600        94.50
GET       9.700        95.04
GET       9.800        95.50
GET       9.900        95.94
GET      10.000        97.31
GET      11.000        98.26
GET      12.000        98.59
GET      13.000        98.83
GET      14.000        99.02
GET      15.000        99.18
GET      16.000        99.28
GET      17.000        99.37
GET      18.000        99.49
GET      19.000        99.56
GET      20.000        99.61
GET      21.000        99.62
GET      22.000        99.67
GET      23.000        99.69
GET      24.000        99.72
GET      25.000        99.72
GET      28.000        99.77
GET      29.000        99.79
GET      30.000        99.80
GET      31.000        99.80
GET      33.000        99.82
GET      35.000        99.82
GET      37.000        99.83
GET      40.000        99.85
GET      42.000        99.86
GET      43.000        99.87
GET      45.000        99.88
GET      47.000        99.90
GET      49.000        99.91
GET      54.000        99.91
GET      57.000        99.92
GET      58.000        99.93
GET      60.000        99.93
GET      66.000        99.94
GET      68.000        99.95
GET      70.000        99.96
GET      97.000        99.97
GET     130.000        99.98
GET     150.000        99.99
GET    1000.000       100.00
---
