1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         215.33          ---          ---      5.04600       223.83
Gets         215.33      1288.69         3.30      4.22500      1343.41
Waits          0.00          ---          ---      0.00000          ---
Totals       430.66      1288.69         3.30      4.63600      1567.24


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.970         0.01
SET       0.980         0.02
SET       1.000         0.04
SET       1.100         0.43
SET       1.200         1.68
SET       1.300         4.13
SET       1.400         7.79
SET       1.500        12.04
SET       1.600        17.08
SET       1.700        21.63
SET       1.800        26.53
SET       1.900        31.56
SET       2.000        36.61
SET       2.100        40.49
SET       2.200        44.11
SET       2.300        47.25
SET       2.400        50.05
SET       2.500        52.48
SET       2.600        54.53
SET       2.700        56.19
SET       2.800        57.65
SET       2.900        58.90
SET       3.000        60.43
SET       3.100        61.30
SET       3.200        62.06
SET       3.300        62.79
SET       3.400        63.30
SET       3.500        63.82
SET       3.600        64.27
SET       3.700        64.60
SET       3.800        64.93
SET       3.900        65.26
SET       4.000        65.57
SET       4.100        65.80
SET       4.200        66.07
SET       4.300        66.25
SET       4.400        66.45
SET       4.500        66.56
SET       4.600        66.68
SET       4.700        66.78
SET       4.800        66.90
SET       4.900        67.04
SET       5.000        67.17
SET       5.100        67.22
SET       5.200        67.28
SET       5.300        67.35
SET       5.400        67.45
SET       5.500        67.52
SET       5.600        67.59
SET       5.700        67.65
SET       5.800        67.74
SET       5.900        67.79
SET       6.000        67.89
SET       6.100        67.94
SET       6.200        68.03
SET       6.300        68.16
SET       6.400        68.27
SET       6.500        68.34
SET       6.600        68.41
SET       6.700        68.44
SET       6.800        68.52
SET       6.900        68.61
SET       7.000        68.67
SET       7.100        68.75
SET       7.200        68.86
SET       7.300        68.90
SET       7.400        69.06
SET       7.500        69.22
SET       7.600        69.37
SET       7.700        69.51
SET       7.800        69.76
SET       7.900        70.01
SET       8.000        70.48
SET       8.100        71.11
SET       8.200        72.00
SET       8.300        73.11
SET       8.400        74.30
SET       8.500        75.63
SET       8.600        77.21
SET       8.700        78.78
SET       8.800        80.36
SET       8.900        81.96
SET       9.000        83.75
SET       9.100        85.31
SET       9.200        86.68
SET       9.300        87.93
SET       9.400        89.10
SET       9.500        89.98
SET       9.600        90.88
SET       9.700        91.73
SET       9.800        92.53
