1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         144.38          ---          ---      7.23200       150.08
Gets         144.35       864.01         2.07      6.59900       900.69
Waits          0.00          ---          ---      0.00000          ---
Totals       288.73       864.01         2.07      6.91500      1050.77


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       4.900         0.02
SET       5.000         0.22
SET       5.100         0.95
SET       5.200         2.40
SET       5.300         4.76
SET       5.400         7.92
SET       5.500        11.92
SET       5.600        16.41
SET       5.700        20.88
SET       5.800        25.65
SET       5.900        30.43
SET       6.000        34.91
SET       6.100        39.67
SET       6.200        43.85
SET       6.300        47.87
SET       6.400        51.78
SET       6.500        55.33
SET       6.600        58.65
SET       6.700        61.63
SET       6.800        64.57
SET       6.900        66.99
SET       7.000        69.14
SET       7.100        71.14
SET       7.200        73.10
SET       7.300        74.80
SET       7.400        76.41
SET       7.500        77.49
SET       7.600        78.78
SET       7.700        79.91
SET       7.800        81.13
SET       7.900        82.20
SET       8.000        83.08
SET       8.100        83.85
SET       8.200        84.64
SET       8.300        85.46
SET       8.400        86.23
SET       8.500        86.83
SET       8.600        87.34
SET       8.700        87.90
SET       8.800        88.55
SET       8.900        89.10
SET       9.000        89.58
SET       9.100        90.05
SET       9.200        90.51
SET       9.300        90.92
SET       9.400        91.37
SET       9.500        91.73
SET       9.600        92.09
SET       9.700        92.51
SET       9.800        92.89
SET       9.900        93.21
SET      10.000        94.66
SET      11.000        96.83
SET      12.000        97.80
SET      13.000        98.42
SET      14.000        98.81
SET      15.000        99.05
SET      16.000        99.24
SET      17.000        99.38
SET      18.000        99.45
SET      19.000        99.55
SET      20.000        99.60
SET      21.000        99.65
SET      22.000        99.68
SET      23.000        99.69
SET      25.000        99.71
SET      26.000        99.73
SET      28.000        99.76
SET      29.000        99.82
SET      31.000        99.84
SET      34.000        99.85
SET      41.000        99.86
SET      44.000        99.87
SET      69.000        99.88
SET      75.000        99.90
SET      85.000        99.91
SET      86.000        99.92
SET     110.000        99.93
SET     120.000        99.95
SET     230.000        99.97
SET     380.000        99.99
SET     550.000       100.00
---
GET       4.100         0.03
GET       4.200         0.15
GET       4.300         0.90
GET       4.400         2.62
GET       4.500         5.24
GET       4.600         8.97
GET       4.700        13.21
GET       4.800        17.71
GET       4.900        22.50
GET       5.000        27.39
GET       5.100        31.91
GET       5.200        36.64
GET       5.300        40.84
GET       5.400        45.23
GET       5.500        48.96
GET       5.600        52.70
GET       5.700        56.38
GET       5.800        59.51
GET       5.900        62.21
GET       6.000        65.17
GET       6.100        67.68
GET       6.200        69.86
GET       6.300        72.01
GET       6.400        74.04
GET       6.500        75.52
GET       6.600        77.06
GET       6.700        78.43
GET       6.800        79.67
GET       6.900        80.68
GET       7.000        81.64
GET       7.100        82.62
GET       7.200        83.55
GET       7.300        84.40
GET       7.400        85.11
GET       7.500        85.84
GET       7.600        86.42
GET       7.700        86.98
GET       7.800        87.73
GET       7.900        88.19
GET       8.000        88.68
GET       8.100        89.09
GET       8.200        89.62
GET       8.300        90.01
GET       8.400        90.54
GET       8.500        90.95
GET       8.600        91.39
GET       8.700        91.72
GET       8.800        92.21
GET       8.900        92.61
GET       9.000        92.92
GET       9.100        93.23
GET       9.200        93.58
GET       9.300        94.01
GET       9.400        94.26
GET       9.500        94.50
GET       9.600        94.71
GET       9.700        94.97
GET       9.800        95.24
GET       9.900        95.43
GET      10.000        96.43
GET      11.000        97.73
GET      12.000        98.50
GET      13.000        98.90
GET      14.000        99.15
GET      15.000        99.30
GET      16.000        99.43
GET      17.000        99.50
GET      18.000        99.61
GET      19.000        99.64
GET      20.000        99.68
GET      21.000        99.70
GET      22.000        99.72
GET      23.000        99.78
GET      24.000        99.83
GET      25.000        99.84
GET      27.000        99.90
GET      28.000        99.91
GET      29.000        99.92
GET      34.000        99.94
GET     110.000        99.95
GET     240.000        99.97
GET     550.000        99.98
GET    1500.000       100.00
---
