1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         356.35          ---          ---      3.08400       370.41
Gets         356.35      1061.93         7.13      2.51100      1108.82
Waits          0.00          ---          ---      0.00000          ---
Totals       712.71      1061.93         7.13      2.79700      1479.23


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.900         0.00
SET       2.000         0.08
SET       2.100         1.25
SET       2.200         6.02
SET       2.300        15.13
SET       2.400        27.48
SET       2.500        39.78
SET       2.600        49.88
SET       2.700        57.79
SET       2.800        63.69
SET       2.900        68.26
SET       3.000        71.84
SET       3.100        74.52
SET       3.200        76.64
SET       3.300        78.51
SET       3.400        80.07
SET       3.500        81.55
SET       3.600        82.80
SET       3.700        84.14
SET       3.800        85.27
SET       3.900        86.40
SET       4.000        87.26
SET       4.100        88.11
SET       4.200        88.97
SET       4.300        89.61
SET       4.400        90.26
SET       4.500        90.83
SET       4.600        91.56
SET       4.700        92.17
SET       4.800        92.68
SET       4.900        93.27
SET       5.000        93.75
SET       5.100        94.23
SET       5.200        94.70
SET       5.300        95.03
SET       5.400        95.38
SET       5.500        95.67
SET       5.600        95.91
SET       5.700        96.22
SET       5.800        96.51
SET       5.900        96.71
SET       6.000        96.94
SET       6.100        97.10
SET       6.200        97.29
SET       6.300        97.41
SET       6.400        97.54
SET       6.500        97.68
SET       6.600        97.75
SET       6.700        97.89
SET       6.800        97.95
SET       6.900        98.10
SET       7.000        98.20
SET       7.100        98.27
SET       7.200        98.34
SET       7.300        98.44
SET       7.400        98.51
SET       7.500        98.58
SET       7.600        98.65
SET       7.700        98.76
SET       7.800        98.77
SET       7.900        98.83
SET       8.000        98.87
SET       8.100        98.91
SET       8.200        98.96
SET       8.300        98.99
SET       8.400        99.06
SET       8.500        99.09
SET       8.600        99.13
SET       8.700        99.16
SET       8.800        99.20
SET       8.900        99.23
SET       9.000        99.26
SET       9.100        99.28
SET       9.200        99.32
SET       9.300        99.35
SET       9.400        99.35
SET       9.500        99.39
SET       9.600        99.42
SET       9.700        99.44
SET       9.800        99.46
SET       9.900        99.49
SET      10.000        99.64
SET      11.000        99.76
SET      12.000        99.85
SET      13.000        99.89
SET      14.000        99.91
SET      15.000        99.92
SET      16.000        99.93
SET      17.000        99.95
SET      18.000        99.96
SET      19.000        99.97
SET      20.000        99.98
SET      23.000        99.99
SET      33.000        99.99
SET      34.000       100.00
SET     160.000       100.00
---
GET       0.550         0.00
GET       0.570         0.01
GET       0.580         0.03
GET       0.590         0.04
GET       0.600         0.07
GET       0.610         0.09
GET       0.620         0.12
GET       0.630         0.14
GET       0.640         0.20
GET       0.650         0.22
GET       0.660         0.29
GET       0.670         0.42
GET       0.680         0.47
GET       0.690         0.56
GET       0.700         0.65
GET       0.710         0.78
GET       0.720         0.88
GET       0.730         1.01
GET       0.740         1.14
GET       0.750         1.29
GET       0.760         1.44
GET       0.770         1.70
GET       0.780         1.89
GET       0.790         2.15
GET       0.800         2.34
GET       0.810         2.60
GET       0.820         2.80
GET       0.830         3.12
GET       0.840         3.47
GET       0.850         3.82
GET       0.860         4.16
GET       0.870         4.54
GET       0.880         4.85
GET       0.890         5.11
GET       0.900         5.48
GET       0.910         5.86
GET       0.920         6.25
GET       0.930         6.59
GET       0.940         7.01
GET       0.950         7.38
GET       0.960         7.81
GET       0.970         8.19
GET       0.980         8.59
GET       0.990         8.99
GET       1.000        11.35
GET       1.100        15.06
GET       1.200        17.61
GET       1.300        19.47
GET       1.400        21.06
GET       1.500        22.12
GET       1.600        22.89
GET       1.700        23.59
GET       1.800        24.92
GET       1.900        27.56
GET       2.000        32.21
GET       2.100        38.38
GET       2.200        46.08
GET       2.300        54.56
GET       2.400        61.98
GET       2.500        68.34
GET       2.600        73.06
GET       2.700        76.59
GET       2.800        79.50
GET       2.900        81.48
GET       3.000        83.35
GET       3.100        84.80
GET       3.200        86.07
GET       3.300        87.16
GET       3.400        88.01
GET       3.500        88.83
GET       3.600        89.58
GET       3.700        90.32
GET       3.800        91.02
GET       3.900        91.62
GET       4.000        92.22
GET       4.100        92.76
GET       4.200        93.27
GET       4.300        93.84
GET       4.400        94.29
GET       4.500        94.66
GET       4.600        95.01
GET       4.700        95.37
GET       4.800        95.64
GET       4.900        95.94
GET       5.000        96.21
GET       5.100        96.42
GET       5.200        96.65
GET       5.300        96.88
GET       5.400        97.09
GET       5.500        97.29
GET       5.600        97.46
GET       5.700        97.61
GET       5.800        97.71
GET       5.900        97.81
GET       6.000        97.91
GET       6.100        97.96
GET       6.200        98.04
GET       6.300        98.14
GET       6.400        98.24
GET       6.500        98.34
GET       6.600        98.40
GET       6.700        98.50
GET       6.800        98.56
GET       6.900        98.61
GET       7.000        98.66
GET       7.100        98.72
GET       7.200        98.77
GET       7.300        98.79
GET       7.400        98.83
GET       7.500        98.87
GET       7.600        98.92
GET       7.700        98.99
GET       7.800        99.05
GET       7.900        99.10
GET       8.000        99.14
GET       8.100        99.16
GET       8.200        99.20
GET       8.300        99.23
GET       8.400        99.26
GET       8.500        99.29
GET       8.600        99.31
GET       8.700        99.34
GET       8.800        99.35
GET       8.900        99.38
GET       9.000        99.42
GET       9.100        99.46
GET       9.200        99.47
GET       9.300        99.50
GET       9.400        99.51
GET       9.500        99.53
GET       9.600        99.54
GET       9.700        99.55
GET       9.800        99.57
GET       9.900        99.58
GET      10.000        99.66
GET      11.000        99.75
GET      12.000        99.81
GET      13.000        99.84
GET      14.000        99.85
GET      15.000        99.87
GET      16.000        99.89
GET      17.000        99.91
GET      18.000        99.91
GET      19.000        99.92
GET      20.000        99.92
GET      23.000        99.93
GET      24.000        99.93
GET      27.000        99.94
GET      28.000        99.94
GET      30.000        99.95
GET      31.000        99.95
GET      32.000        99.96
GET      52.000        99.96
GET      53.000        99.97
GET      59.000        99.98
GET      98.000        99.98
GET      99.000        99.99
GET     150.000        99.99
GET     620.000       100.00
---
