1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         284.33          ---          ---      3.90500       295.55
Gets         284.32       848.28         4.67      3.11100       885.72
Waits          0.00          ---          ---      0.00000          ---
Totals       568.65       848.28         4.67      3.50800      1181.27


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.100         0.07
SET       2.200         1.17
SET       2.300         5.04
SET       2.400        12.77
SET       2.500        23.61
SET       2.600        35.28
SET       2.700        45.67
SET       2.800        54.50
SET       2.900        61.06
SET       3.000        66.00
SET       3.100        69.69
SET       3.200        72.34
SET       3.300        74.36
SET       3.400        76.04
SET       3.500        77.26
SET       3.600        78.21
SET       3.700        78.96
SET       3.800        79.62
SET       3.900        80.18
SET       4.000        80.59
SET       4.100        81.03
SET       4.200        81.40
SET       4.300        81.76
SET       4.400        82.00
SET       4.500        82.26
SET       4.600        82.50
SET       4.700        82.77
SET       4.800        82.93
SET       4.900        83.10
SET       5.000        83.33
SET       5.100        83.53
SET       5.200        83.76
SET       5.300        83.90
SET       5.400        84.05
SET       5.500        84.15
SET       5.600        84.23
SET       5.700        84.33
SET       5.800        84.38
SET       5.900        84.50
SET       6.000        84.57
SET       6.100        84.65
SET       6.200        84.72
SET       6.300        84.79
SET       6.400        84.86
SET       6.500        84.94
SET       6.600        85.01
SET       6.700        85.03
SET       6.800        85.05
SET       6.900        85.11
SET       7.000        85.18
SET       7.100        85.25
SET       7.200        85.30
SET       7.300        85.35
SET       7.400        85.42
SET       7.500        85.48
SET       7.600        85.55
SET       7.700        85.70
SET       7.800        85.95
SET       7.900        86.23
SET       8.000        86.64
SET       8.100        87.06
SET       8.200        87.47
SET       8.300        87.88
SET       8.400        88.33
SET       8.500        88.83
SET       8.600        89.31
SET       8.700        89.73
SET       8.800        90.27
SET       8.900        90.74
SET       9.000        91.22
SET       9.100        91.74
SET       9.200        92.23
SET       9.300        92.71
SET       9.400        93.45
SET       9.500        94.30
SET       9.600        95.22
SET       9.700        96.07
SET       9.800        96.81
SET       9.900        97.43
SET      10.000        98.85
SET      11.000        99.40
SET      12.000        99.56
SET      13.000        99.64
SET      14.000        99.65
SET      15.000        99.68
SET      16.000        99.70
SET      17.000        99.71
SET      18.000        99.75
SET      19.000        99.77
SET      20.000        99.78
SET      21.000        99.79
SET      22.000        99.80
SET      23.000        99.81
SET      24.000        99.82
SET      28.000        99.84
SET      29.000        99.85
SET      30.000        99.88
SET      31.000        99.90
SET      35.000        99.91
SET      36.000        99.91
SET      41.000        99.92
SET      42.000        99.95
SET      44.000        99.95
SET      54.000        99.96
SET      58.000        99.96
SET      59.000        99.97
SET      61.000        99.98
SET      70.000        99.98
SET      71.000        99.99
SET      91.000        99.99
SET     140.000       100.00
---
GET       0.670         0.01
GET       0.680         0.01
GET       0.690         0.02
GET       0.700         0.02
GET       0.710         0.03
GET       0.720         0.05
GET       0.730         0.06
GET       0.740         0.08
GET       0.750         0.10
GET       0.760         0.18
GET       0.770         0.26
GET       0.780         0.34
GET       0.790         0.44
GET       0.800         0.52
GET       0.810         0.58
GET       0.820         0.68
GET       0.830         0.84
GET       0.840         0.96
GET       0.850         1.13
GET       0.860         1.25
GET       0.870         1.42
GET       0.880         1.73
GET       0.890         1.98
GET       0.900         2.22
GET       0.910         2.52
GET       0.920         2.83
GET       0.930         3.07
GET       0.940         3.34
GET       0.950         3.64
GET       0.960         3.95
GET       0.970         4.24
GET       0.980         4.64
GET       0.990         5.01
GET       1.000         7.28
GET       1.100        11.31
GET       1.200        15.26
GET       1.300        18.39
GET       1.400        20.68
GET       1.500        22.40
GET       1.600        23.75
GET       1.700        24.76
GET       1.800        25.50
GET       1.900        25.95
GET       2.000        26.43
GET       2.100        27.61
GET       2.200        31.30
GET       2.300        38.11
GET       2.400        46.84
GET       2.500        55.47
GET       2.600        63.15
GET       2.700        69.14
GET       2.800        73.65
GET       2.900        76.86
GET       3.000        79.39
GET       3.100        81.24
GET       3.200        82.61
GET       3.300        83.56
GET       3.400        84.23
GET       3.500        84.82
GET       3.600        85.37
GET       3.700        85.79
GET       3.800        86.14
GET       3.900        86.33
GET       4.000        86.52
GET       4.100        86.76
GET       4.200        87.04
GET       4.300        87.21
GET       4.400        87.39
GET       4.500        87.53
GET       4.600        87.68
GET       4.700        87.79
GET       4.800        87.89
GET       4.900        88.00
GET       5.000        88.11
GET       5.100        88.16
GET       5.200        88.25
GET       5.300        88.36
GET       5.400        88.45
GET       5.500        88.50
GET       5.600        88.58
GET       5.700        88.65
GET       5.800        88.72
GET       5.900        88.75
GET       6.000        88.81
GET       6.100        88.86
GET       6.200        88.90
GET       6.300        88.92
GET       6.400        88.97
GET       6.500        89.01
GET       6.600        89.07
GET       6.700        89.10
GET       6.800        89.11
GET       6.900        89.16
GET       7.000        89.20
GET       7.100        89.24
GET       7.200        89.28
GET       7.300        89.32
GET       7.400        89.37
GET       7.500        89.45
GET       7.600        89.61
GET       7.700        89.87
GET       7.800        90.21
GET       7.900        90.59
GET       8.000        91.15
GET       8.100        91.66
GET       8.200        92.09
GET       8.300        92.58
GET       8.400        93.07
GET       8.500        93.50
GET       8.600        93.79
GET       8.700        94.08
GET       8.800        94.35
GET       8.900        94.72
GET       9.000        95.06
GET       9.100        95.40
GET       9.200        95.90
GET       9.300        96.30
GET       9.400        96.87
GET       9.500        97.29
GET       9.600        97.68
GET       9.700        98.05
GET       9.800        98.39
GET       9.900        98.60
GET      10.000        99.23
GET      11.000        99.48
GET      12.000        99.58
GET      13.000        99.63
GET      14.000        99.67
GET      15.000        99.68
GET      16.000        99.69
GET      17.000        99.72
GET      18.000        99.72
GET      19.000        99.75
GET      21.000        99.76
GET      22.000        99.77
GET      24.000        99.77
GET      26.000        99.79
GET      27.000        99.80
GET      28.000        99.81
GET      29.000        99.84
GET      30.000        99.85
GET      32.000        99.86
GET      33.000        99.87
GET      34.000        99.88
GET      35.000        99.88
GET      36.000        99.89
GET      37.000        99.89
GET      42.000        99.90
GET      44.000        99.91
GET      50.000        99.91
GET      52.000        99.92
GET      54.000        99.92
GET      57.000        99.93
GET      60.000        99.94
GET      61.000        99.95
GET      69.000        99.97
GET      85.000        99.98
GET      86.000        99.98
GET     100.000        99.99
GET     140.000       100.00
---
