1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         337.73          ---          ---      3.19600       351.05
Gets         337.70      3014.95        24.32      2.70400      3141.55
Waits          0.00          ---          ---      0.00000          ---
Totals       675.43      3014.95        24.32      2.95000      3492.60


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.000         0.09
SET       2.100         1.01
SET       2.200         5.20
SET       2.300        13.57
SET       2.400        25.15
SET       2.500        37.31
SET       2.600        47.80
SET       2.700        56.33
SET       2.800        62.59
SET       2.900        67.11
SET       3.000        70.85
SET       3.100        73.76
SET       3.200        76.11
SET       3.300        78.15
SET       3.400        79.79
SET       3.500        81.16
SET       3.600        82.44
SET       3.700        83.50
SET       3.800        84.62
SET       3.900        85.49
SET       4.000        86.34
SET       4.100        87.17
SET       4.200        88.00
SET       4.300        88.84
SET       4.400        89.62
SET       4.500        90.29
SET       4.600        91.08
SET       4.700        91.75
SET       4.800        92.42
SET       4.900        92.92
SET       5.000        93.48
SET       5.100        93.97
SET       5.200        94.48
SET       5.300        94.90
SET       5.400        95.24
SET       5.500        95.52
SET       5.600        95.78
SET       5.700        96.05
SET       5.800        96.26
SET       5.900        96.50
SET       6.000        96.70
SET       6.100        96.84
SET       6.200        96.99
SET       6.300        97.11
SET       6.400        97.25
SET       6.500        97.41
SET       6.600        97.48
SET       6.700        97.64
SET       6.800        97.74
SET       6.900        97.86
SET       7.000        97.93
SET       7.100        98.00
SET       7.200        98.06
SET       7.300        98.12
SET       7.400        98.20
SET       7.500        98.27
SET       7.600        98.33
SET       7.700        98.38
SET       7.800        98.41
SET       7.900        98.48
SET       8.000        98.55
SET       8.100        98.58
SET       8.200        98.62
SET       8.300        98.67
SET       8.400        98.73
SET       8.500        98.81
SET       8.600        98.86
SET       8.700        98.88
SET       8.800        98.92
SET       8.900        98.96
SET       9.000        98.98
SET       9.100        99.06
SET       9.200        99.12
SET       9.300        99.15
SET       9.400        99.20
SET       9.500        99.25
SET       9.600        99.28
SET       9.700        99.30
SET       9.800        99.34
SET       9.900        99.37
SET      10.000        99.51
SET      11.000        99.66
SET      12.000        99.76
SET      13.000        99.82
SET      14.000        99.83
SET      15.000        99.89
SET      16.000        99.91
SET      17.000        99.91
SET      18.000        99.92
SET      19.000        99.93
SET      20.000        99.94
SET      29.000        99.95
SET      30.000        99.95
SET      43.000        99.96
SET      75.000        99.97
SET      76.000        99.97
SET      79.000        99.98
SET      91.000        99.98
SET      96.000        99.99
SET     100.000        99.99
SET     210.000       100.00
SET     890.000       100.00
---
GET       0.670         0.00
GET       0.680         0.01
GET       0.720         0.01
GET       0.730         0.03
GET       0.740         0.03
GET       0.760         0.04
GET       0.770         0.06
GET       0.780         0.08
GET       0.790         0.08
GET       0.800         0.12
GET       0.810         0.16
GET       0.820         0.20
GET       0.830         0.25
GET       0.840         0.30
GET       0.850         0.37
GET       0.860         0.47
GET       0.870         0.57
GET       0.880         0.68
GET       0.890         0.81
GET       0.900         0.98
GET       0.910         1.13
GET       0.920         1.28
GET       0.930         1.44
GET       0.940         1.63
GET       0.950         1.87
GET       0.960         2.08
GET       0.970         2.33
GET       0.980         2.60
GET       0.990         2.85
GET       1.000         4.54
GET       1.100         8.13
GET       1.200        11.76
GET       1.300        14.87
GET       1.400        17.18
