1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         354.88          ---          ---      3.14100       368.87
Gets         354.86      1057.01         7.57      2.47800      1103.70
Waits          0.00          ---          ---      0.00000          ---
Totals       709.74      1057.01         7.57      2.81000      1472.57


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.000         0.10
SET       2.100         1.22
SET       2.200         6.14
SET       2.300        15.86
SET       2.400        27.88
SET       2.500        39.82
SET       2.600        49.83
SET       2.700        57.26
SET       2.800        62.71
SET       2.900        66.95
SET       3.000        70.15
SET       3.100        72.64
SET       3.200        74.95
SET       3.300        76.91
SET       3.400        78.64
SET       3.500        80.01
SET       3.600        81.50
SET       3.700        82.79
SET       3.800        83.99
SET       3.900        85.02
SET       4.000        86.07
SET       4.100        86.86
SET       4.200        87.68
SET       4.300        88.35
SET       4.400        89.13
SET       4.500        89.77
SET       4.600        90.39
SET       4.700        91.02
SET       4.800        91.71
SET       4.900        92.29
SET       5.000        92.78
SET       5.100        93.26
SET       5.200        93.77
SET       5.300        94.25
SET       5.400        94.64
SET       5.500        95.03
SET       5.600        95.31
SET       5.700        95.62
SET       5.800        95.87
SET       5.900        96.17
SET       6.000        96.36
SET       6.100        96.52
SET       6.200        96.73
SET       6.300        96.88
SET       6.400        97.02
SET       6.500        97.15
SET       6.600        97.29
SET       6.700        97.42
SET       6.800        97.54
SET       6.900        97.64
SET       7.000        97.72
SET       7.100        97.82
SET       7.200        97.92
SET       7.300        97.97
SET       7.400        98.07
SET       7.500        98.15
SET       7.600        98.23
SET       7.700        98.30
SET       7.800        98.37
SET       7.900        98.42
SET       8.000        98.51
SET       8.100        98.58
SET       8.200        98.67
SET       8.300        98.72
SET       8.400        98.78
SET       8.500        98.86
SET       8.600        98.91
SET       8.700        98.97
SET       8.800        99.02
SET       8.900        99.09
SET       9.000        99.16
SET       9.100        99.21
SET       9.200        99.24
SET       9.300        99.30
SET       9.400        99.33
SET       9.500        99.35
SET       9.600        99.40
SET       9.700        99.45
SET       9.800        99.48
SET       9.900        99.52
SET      10.000        99.69
SET      11.000        99.77
SET      12.000        99.83
SET      13.000        99.85
SET      14.000        99.88
SET      15.000        99.89
SET      16.000        99.90
SET      17.000        99.92
SET      20.000        99.92
SET      23.000        99.93
SET      25.000        99.94
SET      28.000        99.94
SET      30.000        99.95
SET      31.000        99.96
SET      32.000        99.97
SET      33.000        99.97
SET      41.000        99.98
SET      51.000        99.98
SET      53.000        99.99
SET      54.000        99.99
SET      67.000       100.00
SET      69.000       100.00
---
GET       0.550         0.01
GET       0.570         0.01
GET       0.580         0.02
GET       0.590         0.02
GET       0.600         0.05
GET       0.610         0.12
GET       0.620         0.14
GET       0.630         0.16
GET       0.640         0.21
GET       0.650         0.24
GET       0.660         0.28
GET       0.670         0.33
GET       0.680         0.41
GET       0.690         0.47
GET       0.700         0.54
GET       0.710         0.66
GET       0.720         0.79
GET       0.730         0.92
GET       0.740         1.06
GET       0.750         1.24
GET       0.760         1.44
GET       0.770         1.66
GET       0.780         1.91
GET       0.790         2.16
GET       0.800         2.45
GET       0.810         2.69
GET       0.820         2.96
GET       0.830         3.22
GET       0.840         3.48
GET       0.850         3.80
GET       0.860         4.14
GET       0.870         4.56
GET       0.880         4.93
GET       0.890         5.34
GET       0.900         5.61
GET       0.910         6.02
GET       0.920         6.41
GET       0.930         6.84
GET       0.940         7.21
GET       0.950         7.61
GET       0.960         8.12
GET       0.970         8.58
GET       0.980         8.98
GET       0.990         9.34
GET       1.000        11.80
GET       1.100        15.44
GET       1.200        18.34
GET       1.300        20.39
GET       1.400        21.90
GET       1.500        23.06
GET       1.600        23.84
GET       1.700        24.68
GET       1.800        26.14
GET       1.900        28.97
GET       2.000        33.62
GET       2.100        39.63
GET       2.200        46.94
GET       2.300        54.85
GET       2.400        61.70
GET       2.500        67.59
GET       2.600        71.91
GET       2.700        75.02
GET       2.800        77.69
GET       2.900        79.67
GET       3.000        81.46
GET       3.100        82.90
GET       3.200        84.13
GET       3.300        85.29
GET       3.400        86.28
GET       3.500        87.16
GET       3.600        88.02
GET       3.700        88.77
GET       3.800        89.46
GET       3.900        90.23
GET       4.000        90.81
GET       4.100        91.40
GET       4.200        91.91
GET       4.300        92.37
GET       4.400        92.87
GET       4.500        93.33
GET       4.600        93.77
GET       4.700        94.25
GET       4.800        94.67
GET       4.900        95.00
GET       5.000        95.25
GET       5.100        95.58
GET       5.200        95.88
GET       5.300        96.07
GET       5.400        96.32
GET       5.500        96.56
GET       5.600        96.76
GET       5.700        96.96
GET       5.800        97.10
GET       5.900        97.27
GET       6.000        97.39
GET       6.100        97.53
GET       6.200        97.67
GET       6.300        97.78
GET       6.400        97.91
GET       6.500        97.99
GET       6.600        98.05
GET       6.700        98.13
GET       6.800        98.23
GET       6.900        98.29
GET       7.000        98.37
GET       7.100        98.43
GET       7.200        98.47
GET       7.300        98.53
GET       7.400        98.60
GET       7.500        98.68
GET       7.600        98.73
GET       7.700        98.77
GET       7.800        98.81
GET       7.900        98.87
GET       8.000        98.94
GET       8.100        99.00
GET       8.200        99.03
GET       8.300        99.09
GET       8.400        99.14
GET       8.500        99.19
GET       8.600        99.21
GET       8.700        99.24
GET       8.800        99.29
GET       8.900        99.32
GET       9.000        99.34
GET       9.100        99.37
GET       9.200        99.40
GET       9.300        99.42
GET       9.400        99.46
GET       9.500        99.50
GET       9.600        99.53
GET       9.700        99.55
GET       9.800        99.57
GET       9.900        99.61
GET      10.000        99.70
GET      11.000        99.81
GET      12.000        99.87
GET      13.000        99.88
GET      14.000        99.90
GET      15.000        99.91
GET      16.000        99.92
GET      17.000        99.93
GET      18.000        99.94
GET      24.000        99.95
GET      25.000        99.95
GET      26.000        99.96
GET      31.000        99.97
GET      40.000        99.98
GET      44.000        99.98
GET      53.000        99.99
GET      57.000        99.99
GET      68.000       100.00
GET      69.000       100.00
---
