1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         311.43          ---          ---      3.57600       323.71
Gets         311.39       928.75         5.43      2.82800       969.75
Waits          0.00          ---          ---      0.00000          ---
Totals       622.82       928.75         5.43      3.20200      1293.46


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.100         0.16
SET       2.200         1.55
SET       2.300         6.23
SET       2.400        15.09
SET       2.500        26.61
SET       2.600        39.02
SET       2.700        49.89
SET       2.800        58.92
SET       2.900        65.88
SET       3.000        71.08
SET       3.100        74.94
SET       3.200        77.82
SET       3.300        79.67
SET       3.400        81.11
SET       3.500        82.35
SET       3.600        83.30
SET       3.700        84.00
SET       3.800        84.57
SET       3.900        85.13
SET       4.000        85.49
SET       4.100        85.91
SET       4.200        86.25
SET       4.300        86.49
SET       4.400        86.73
SET       4.500        87.01
SET       4.600        87.18
SET       4.700        87.39
SET       4.800        87.62
SET       4.900        87.84
SET       5.000        88.03
SET       5.100        88.18
SET       5.200        88.36
SET       5.300        88.50
SET       5.400        88.63
SET       5.500        88.71
SET       5.600        88.84
SET       5.700        88.92
SET       5.800        89.01
SET       5.900        89.08
SET       6.000        89.16
SET       6.100        89.28
SET       6.200        89.34
SET       6.300        89.39
SET       6.400        89.44
SET       6.500        89.49
SET       6.600        89.53
SET       6.700        89.58
SET       6.800        89.63
SET       6.900        89.67
SET       7.000        89.72
SET       7.100        89.76
SET       7.200        89.78
SET       7.300        89.84
SET       7.400        89.90
SET       7.500        90.00
SET       7.600        90.08
SET       7.700        90.18
SET       7.800        90.33
SET       7.900        90.59
SET       8.000        90.80
SET       8.100        91.08
SET       8.200        91.33
SET       8.300        91.71
SET       8.400        92.04
SET       8.500        92.37
SET       8.600        92.73
SET       8.700        93.02
SET       8.800        93.37
SET       8.900        93.70
SET       9.000        94.13
SET       9.100        94.46
SET       9.200        94.87
SET       9.300        95.20
SET       9.400        95.65
SET       9.500        96.25
SET       9.600        96.79
SET       9.700        97.31
SET       9.800        97.80
SET       9.900        98.17
SET      10.000        99.17
SET      11.000        99.51
SET      12.000        99.64
SET      13.000        99.69
SET      14.000        99.72
SET      15.000        99.73
SET      16.000        99.75
SET      17.000        99.75
SET      18.000        99.78
SET      19.000        99.81
SET      20.000        99.84
SET      22.000        99.84
SET      23.000        99.86
SET      24.000        99.86
SET      26.000        99.87
SET      28.000        99.88
SET      29.000        99.90
SET      30.000        99.92
SET      31.000        99.93
SET      48.000        99.94
SET      50.000        99.94
SET      52.000        99.95
SET      54.000        99.96
SET      58.000        99.96
SET      61.000        99.97
SET      62.000        99.98
SET      63.000        99.98
SET      69.000        99.99
SET     120.000       100.00
---
GET       0.630         0.01
GET       0.650         0.02
GET       0.660         0.02
GET       0.670         0.03
GET       0.680         0.04
GET       0.690         0.06
GET       0.710         0.07
GET       0.720         0.07
GET       0.730         0.10
GET       0.740         0.12
GET       0.750         0.16
GET       0.760         0.21
GET       0.770         0.26
GET       0.780         0.35
GET       0.790         0.41
GET       0.800         0.50
GET       0.810         0.59
GET       0.820         0.72
GET       0.830         0.88
GET       0.840         1.03
GET       0.850         1.15
GET       0.860         1.31
GET       0.870         1.50
GET       0.880         1.68
GET       0.890         1.94
GET       0.900         2.12
GET       0.910         2.33
GET       0.920         2.57
GET       0.930         2.92
GET       0.940         3.24
GET       0.950         3.54
GET       0.960         3.84
GET       0.970         4.09
GET       0.980         4.45
GET       0.990         4.82
GET       1.000         6.93
GET       1.100        11.00
GET       1.200        15.00
GET       1.300        18.14
GET       1.400        20.84
GET       1.500        22.72
GET       1.600        24.03
GET       1.700        25.06
GET       1.800        25.80
GET       1.900        26.33
GET       2.000        26.99
GET       2.100        28.45
GET       2.200        32.52
GET       2.300        39.61
GET       2.400        48.52
GET       2.500        57.51
GET       2.600        65.59
GET       2.700        71.84
GET       2.800        76.53
GET       2.900        79.84
GET       3.000        82.35
GET       3.100        84.18
GET       3.200        85.47
GET       3.300        86.51
GET       3.400        87.22
GET       3.500        87.84
GET       3.600        88.34
GET       3.700        88.68
GET       3.800        89.04
GET       3.900        89.38
GET       4.000        89.64
GET       4.100        89.83
GET       4.200        90.10
GET       4.300        90.34
GET       4.400        90.56
GET       4.500        90.75
GET       4.600        90.92
GET       4.700        91.03
GET       4.800        91.19
GET       4.900        91.33
GET       5.000        91.43
GET       5.100        91.56
GET       5.200        91.71
