1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         356.10          ---          ---      3.08400       370.14
Gets         356.06      2119.62        16.77      2.51200      2209.78
Waits          0.00          ---          ---      0.00000          ---
Totals       712.16      2119.62        16.77      2.79800      2579.92


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.000         0.13
SET       2.100         1.47
SET       2.200         6.62
SET       2.300        16.48
SET       2.400        28.70
SET       2.500        41.02
SET       2.600        51.31
SET       2.700        59.43
SET       2.800        65.21
SET       2.900        69.62
SET       3.000        73.17
SET       3.100        75.80
SET       3.200        77.83
SET       3.300        79.60
SET       3.400        81.19
SET       3.500        82.62
SET       3.600        83.95
SET       3.700        84.95
SET       3.800        85.96
SET       3.900        86.94
SET       4.000        87.91
SET       4.100        88.73
SET       4.200        89.58
SET       4.300        90.26
SET       4.400        90.92
SET       4.500        91.55
SET       4.600        92.11
SET       4.700        92.74
SET       4.800        93.25
SET       4.900        93.74
SET       5.000        94.28
SET       5.100        94.74
SET       5.200        95.10
SET       5.300        95.53
SET       5.400        95.84
SET       5.500        96.08
SET       5.600        96.30
SET       5.700        96.51
SET       5.800        96.75
SET       5.900        96.93
SET       6.000        97.10
SET       6.100        97.25
SET       6.200        97.38
SET       6.300        97.52
SET       6.400        97.63
SET       6.500        97.72
SET       6.600        97.80
SET       6.700        97.90
SET       6.800        97.94
SET       6.900        98.00
SET       7.000        98.05
SET       7.100        98.12
SET       7.200        98.18
SET       7.300        98.23
SET       7.400        98.29
SET       7.500        98.33
SET       7.600        98.41
SET       7.700        98.45
SET       7.800        98.50
SET       7.900        98.54
SET       8.000        98.58
SET       8.100        98.66
SET       8.200        98.71
SET       8.300        98.77
SET       8.400        98.80
SET       8.500        98.86
SET       8.600        98.92
SET       8.700        98.97
SET       8.800        99.00
SET       8.900        99.03
SET       9.000        99.07
SET       9.100        99.11
SET       9.200        99.18
SET       9.300        99.25
SET       9.400        99.29
SET       9.500        99.32
SET       9.600        99.38
SET       9.700        99.42
SET       9.800        99.45
SET       9.900        99.49
SET      10.000        99.60
SET      11.000        99.71
SET      12.000        99.78
SET      13.000        99.81
SET      14.000        99.85
SET      15.000        99.86
SET      17.000        99.88
SET      18.000        99.90
SET      19.000        99.91
SET      20.000        99.92
SET      21.000        99.93
SET      26.000        99.94
SET      27.000        99.94
SET      31.000        99.95
SET      32.000        99.96
SET      33.000        99.97
SET      38.000        99.97
SET      46.000        99.98
SET      56.000        99.99
SET      60.000        99.99
SET     140.000       100.00
SET     270.000       100.00
---
GET       0.630         0.02
GET       0.640         0.02
GET       0.650         0.04
GET       0.660         0.05
GET       0.670         0.08
GET       0.680         0.09
GET       0.690         0.10
GET       0.700         0.15
GET       0.710         0.20
GET       0.720         0.26
GET       0.730         0.30
GET       0.740         0.35
GET       0.750         0.41
GET       0.760         0.47
GET       0.770         0.55
GET       0.780         0.69
GET       0.790         0.84
GET       0.800         0.94
GET       0.810         1.09
GET       0.820         1.23
GET       0.830         1.43
GET       0.840         1.57
GET       0.850         1.76
GET       0.860         1.93
GET       0.870         2.22
GET       0.880         2.57
GET       0.890         2.81
GET       0.900         3.05
