1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         323.33          ---          ---      3.49900       336.08
Gets         323.31       321.46         1.85      2.67200       337.76
Waits          0.00          ---          ---      0.00000          ---
Totals       646.64       321.46         1.85      3.08500       673.84


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.100         0.09
SET       2.200         1.02
SET       2.300         4.95
SET       2.400        12.53
SET       2.500        23.00
SET       2.600        34.92
SET       2.700        45.92
SET       2.800        55.72
SET       2.900        63.06
SET       3.000        68.90
SET       3.100        73.31
SET       3.200        76.66
SET       3.300        79.32
SET       3.400        81.42
SET       3.500        82.82
SET       3.600        84.14
SET       3.700        85.25
SET       3.800        86.05
SET       3.900        86.75
SET       4.000        87.32
SET       4.100        87.71
SET       4.200        88.11
SET       4.300        88.43
SET       4.400        88.71
SET       4.500        89.01
SET       4.600        89.20
SET       4.700        89.41
SET       4.800        89.57
SET       4.900        89.74
SET       5.000        89.85
SET       5.100        90.01
SET       5.200        90.12
SET       5.300        90.26
SET       5.400        90.36
SET       5.500        90.41
SET       5.600        90.47
SET       5.700        90.59
SET       5.800        90.67
SET       5.900        90.72
SET       6.000        90.78
SET       6.100        90.85
SET       6.200        90.92
SET       6.300        90.95
SET       6.400        91.04
SET       6.500        91.09
SET       6.600        91.13
SET       6.700        91.15
SET       6.800        91.19
SET       6.900        91.23
SET       7.000        91.27
SET       7.100        91.29
SET       7.200        91.36
SET       7.300        91.37
SET       7.400        91.40
SET       7.500        91.46
SET       7.600        91.57
SET       7.700        91.66
SET       7.800        91.80
SET       7.900        92.01
SET       8.000        92.21
SET       8.100        92.43
SET       8.200        92.70
SET       8.300        93.02
SET       8.400        93.27
SET       8.500        93.52
SET       8.600        93.83
SET       8.700        94.05
SET       8.800        94.34
SET       8.900        94.68
SET       9.000        94.93
SET       9.100        95.21
SET       9.200        95.60
SET       9.300        95.89
SET       9.400        96.39
SET       9.500        96.81
SET       9.600        97.41
SET       9.700        97.76
SET       9.800        98.08
SET       9.900        98.35
SET      10.000        99.35
SET      11.000        99.57
SET      12.000        99.67
SET      13.000        99.73
SET      14.000        99.75
SET      15.000        99.79
SET      16.000        99.81
SET      17.000        99.84
SET      18.000        99.84
SET      19.000        99.85
SET      20.000        99.86
SET      21.000        99.87
SET      22.000        99.88
SET      27.000        99.89
SET      28.000        99.91
SET      29.000        99.91
SET      30.000        99.92
SET      32.000        99.93
SET      37.000        99.94
SET      40.000        99.94
SET      41.000        99.95
SET      55.000        99.96
SET      57.000        99.96
SET      58.000        99.97
SET      61.000        99.97
SET      63.000        99.98
SET      79.000        99.98
SET      81.000        99.99
SET      83.000        99.99
SET      84.000       100.00
---
GET       0.580         0.01
GET       0.590         0.03
GET       0.610         0.05
GET       0.630         0.05
GET       0.640         0.06
GET       0.650         0.07
GET       0.660         0.09
GET       0.670         0.14
GET       0.680         0.17
GET       0.690         0.21
GET       0.700         0.27
GET       0.710         0.35
GET       0.720         0.41
GET       0.730         0.52
