1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         287.70          ---          ---      3.88600       299.04
Gets         287.70       858.21         4.88      3.04800       896.09
Waits          0.00          ---          ---      0.00000          ---
Totals       575.39       858.21         4.88      3.46700      1195.13


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.100         0.20
SET       2.200         1.51
SET       2.300         5.92
SET       2.400        13.95
SET       2.500        24.60
SET       2.600        36.14
SET       2.700        45.90
SET       2.800        53.99
SET       2.900        60.80
SET       3.000        65.99
SET       3.100        69.95
SET       3.200        73.09
SET       3.300        75.23
SET       3.400        76.74
SET       3.500        77.97
SET       3.600        78.80
SET       3.700        79.68
SET       3.800        80.30
SET       3.900        80.84
SET       4.000        81.25
SET       4.100        81.69
SET       4.200        82.01
SET       4.300        82.30
SET       4.400        82.57
SET       4.500        82.81
SET       4.600        82.97
SET       4.700        83.19
SET       4.800        83.39
SET       4.900        83.48
SET       5.000        83.61
SET       5.100        83.72
SET       5.200        83.88
SET       5.300        83.97
SET       5.400        84.03
SET       5.500        84.16
SET       5.600        84.28
SET       5.700        84.36
SET       5.800        84.43
SET       5.900        84.54
SET       6.000        84.61
SET       6.100        84.67
SET       6.200        84.72
SET       6.300        84.79
SET       6.400        84.85
SET       6.500        84.87
SET       6.600        84.93
SET       6.700        84.97
SET       6.800        85.01
SET       6.900        85.04
SET       7.000        85.06
SET       7.100        85.11
SET       7.200        85.14
SET       7.300        85.18
SET       7.400        85.23
SET       7.500        85.33
SET       7.600        85.41
SET       7.700        85.63
SET       7.800        85.93
SET       7.900        86.29
SET       8.000        86.75
SET       8.100        87.12
SET       8.200        87.52
SET       8.300        87.93
SET       8.400        88.40
SET       8.500        88.76
SET       8.600        89.18
SET       8.700        89.68
SET       8.800        90.17
SET       8.900        90.64
SET       9.000        91.18
SET       9.100        91.74
SET       9.200        92.29
SET       9.300        93.07
SET       9.400        93.67
SET       9.500        94.36
SET       9.600        95.20
SET       9.700        96.07
SET       9.800        96.78
SET       9.900        97.42
SET      10.000        98.89
SET      11.000        99.39
SET      12.000        99.59
SET      13.000        99.64
SET      14.000        99.68
