1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         293.14          ---          ---      3.76700       304.70
Gets         293.11       873.89         5.43      3.03700       912.47
Waits          0.00          ---          ---      0.00000          ---
Totals       586.25       873.89         5.43      3.40200      1217.18


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.100         0.10
SET       2.200         1.47
SET       2.300         6.42
SET       2.400        16.07
SET       2.500        27.97
SET       2.600        39.02
SET       2.700        49.20
SET       2.800        57.08
SET       2.900        63.41
SET       3.000        68.29
SET       3.100        71.59
SET       3.200        74.21
SET       3.300        76.16
SET       3.400        77.73
SET       3.500        78.98
SET       3.600        79.86
SET       3.700        80.52
SET       3.800        81.18
SET       3.900        81.75
SET       4.000        82.19
SET       4.100        82.65
SET       4.200        83.00
SET       4.300        83.37
SET       4.400        83.61
SET       4.500        83.88
SET       4.600        84.15
SET       4.700        84.40
SET       4.800        84.64
SET       4.900        84.85
SET       5.000        85.06
SET       5.100        85.20
SET       5.200        85.39
SET       5.300        85.57
SET       5.400        85.78
SET       5.500        85.86
SET       5.600        85.95
SET       5.700        86.07
SET       5.800        86.14
SET       5.900        86.20
SET       6.000        86.25
SET       6.100        86.35
SET       6.200        86.44
SET       6.300        86.55
SET       6.400        86.65
SET       6.500        86.71
SET       6.600        86.79
SET       6.700        86.87
SET       6.800        86.95
SET       6.900        86.99
SET       7.000        87.07
SET       7.100        87.10
SET       7.200        87.17
SET       7.300        87.22
SET       7.400        87.27
SET       7.500        87.34
SET       7.600        87.44
SET       7.700        87.61
SET       7.800        87.87
SET       7.900        88.18
SET       8.000        88.49
SET       8.100        88.81
SET       8.200        89.19
SET       8.300        89.61
SET       8.400        90.02
SET       8.500        90.48
SET       8.600        90.86
SET       8.700        91.34
SET       8.800        91.82
SET       8.900        92.17
SET       9.000        92.60
SET       9.100        93.13
SET       9.200        93.64
SET       9.300        94.33
SET       9.400        95.00
SET       9.500        95.67
SET       9.600        96.31
SET       9.700        96.93
SET       9.800        97.50
SET       9.900        97.97
SET      10.000        99.04
SET      11.000        99.45
SET      12.000        99.61
SET      13.000        99.66
SET      14.000        99.72
SET      15.000        99.74
SET      16.000        99.75
SET      17.000        99.77
SET      18.000        99.77
SET      19.000        99.78
SET      20.000        99.80
SET      21.000        99.81
SET      22.000        99.82
SET      23.000        99.83
SET      24.000        99.84
SET      27.000        99.85
SET      28.000        99.85
SET      29.000        99.88
SET      30.000        99.89
SET      31.000        99.89
SET      32.000        99.90
SET      35.000        99.90
SET      36.000        99.91
SET      38.000        99.92
SET      42.000        99.93
SET      46.000        99.93
SET      47.000        99.94
SET      55.000        99.94
SET      57.000        99.95
SET      64.000        99.96
SET      65.000        99.97
SET      83.000        99.97
SET      84.000        99.99
SET     100.000        99.99
SET     130.000       100.00
---
GET       0.630         0.01
GET       0.640         0.01
GET       0.650         0.02
GET       0.680         0.04
GET       0.690         0.05
GET       0.710         0.07
GET       0.720         0.09
GET       0.730         0.11
GET       0.740         0.12
GET       0.750         0.15
GET       0.760         0.19
GET       0.770         0.25
GET       0.780         0.30
GET       0.790         0.39
GET       0.800         0.50
GET       0.810         0.63
GET       0.820         0.73
GET       0.830         0.88
GET       0.840         1.00
GET       0.850         1.19
GET       0.860         1.39
GET       0.870         1.55
GET       0.880         1.81
GET       0.890         2.06
GET       0.900         2.37
GET       0.910         2.62
GET       0.920         2.97
GET       0.930         3.25
GET       0.940         3.59
GET       0.950         3.95
GET       0.960         4.23
GET       0.970         4.52
GET       0.980         4.92
GET       0.990         5.29
GET       1.000         7.45
GET       1.100        11.62
GET       1.200        15.36
GET       1.300        18.39
GET       1.400        20.68
GET       1.500        22.49
GET       1.600        23.61
GET       1.700        24.61
GET       1.800        25.31
GET       1.900        25.82
GET       2.000        26.35
GET       2.100        27.92
GET       2.200        32.06
GET       2.300        39.53
GET       2.400        48.17
GET       2.500        56.99
GET       2.600        64.22
GET       2.700        70.03
GET       2.800        74.24
GET       2.900        77.31
GET       3.000        79.55
GET       3.100        81.23
GET       3.200        82.49
GET       3.300        83.45
GET       3.400        84.27
GET       3.500        84.95
GET       3.600        85.46
GET       3.700        85.92
GET       3.800        86.30
GET       3.900        86.68
GET       4.000        86.93
GET       4.100        87.12
GET       4.200        87.30
GET       4.300        87.55
GET       4.400        87.84
GET       4.500        88.03
GET       4.600        88.16
GET       4.700        88.29
GET       4.800        88.47
GET       4.900        88.65
GET       5.000        88.75
GET       5.100        88.91
GET       5.200        89.02
GET       5.300        89.18
GET       5.400        89.29
GET       5.500        89.40
GET       5.600        89.45
GET       5.700        89.54
GET       5.800        89.58
GET       5.900        89.67
GET       6.000        89.70
GET       6.100        89.75
GET       6.200        89.80
GET       6.300        89.87
GET       6.400        89.88
GET       6.500        89.96
GET       6.600        90.00
GET       6.700        90.05
GET       6.800        90.10
GET       6.900        90.13
GET       7.000        90.19
GET       7.100        90.23
GET       7.200        90.28
GET       7.300        90.34
GET       7.400        90.42
GET       7.500        90.54
GET       7.600        90.74
GET       7.700        91.04
GET       7.800        91.33
GET       7.900        91.74
GET       8.000        92.07
GET       8.100        92.56
GET       8.200        92.94
GET       8.300        93.25
GET       8.400        93.63
GET       8.500        93.99
GET       8.600        94.31
GET       8.700        94.67
GET       8.800        95.08
GET       8.900        95.45
GET       9.000        95.82
GET       9.100        96.27
GET       9.200        96.75
GET       9.300        97.16
GET       9.400        97.59
GET       9.500        97.99
GET       9.600        98.37
GET       9.700        98.69
GET       9.800        98.89
GET       9.900        99.03
GET      10.000        99.40
GET      11.000        99.58
GET      12.000        99.65
GET      13.000        99.72
GET      14.000        99.76
GET      15.000        99.77
GET      17.000        99.78
GET      18.000        99.80
GET      19.000        99.81
GET      20.000        99.81
GET      21.000        99.82
GET      22.000        99.83
GET      24.000        99.84
GET      27.000        99.84
GET      28.000        99.85
GET      29.000        99.86
GET      30.000        99.87
GET      32.000        99.88
GET      33.000        99.89
GET      34.000        99.90
GET      40.000        99.90
GET      43.000        99.91
GET      44.000        99.91
GET      46.000        99.92
GET      47.000        99.93
GET      54.000        99.93
GET      56.000        99.94
GET      59.000        99.94
GET      61.000        99.95
GET      62.000        99.95
GET      67.000        99.96
GET      70.000        99.97
GET      84.000        99.97
GET      85.000        99.98
GET      90.000        99.98
GET      91.000        99.99
GET     100.000        99.99
GET     130.000       100.00
---
