1         Threads
2         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         352.22          ---          ---      3.23200       366.11
Gets         352.22      1050.56         6.10      2.42900      1096.94
Waits          0.00          ---          ---      0.00000          ---
Totals       704.44      1050.56         6.10      2.83100      1463.05


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.100         0.00
SET       2.200         0.47
SET       2.300         3.19
SET       2.400        10.42
SET       2.500        21.92
SET       2.600        34.61
SET       2.700        46.01
SET       2.800        55.20
SET       2.900        62.24
SET       3.000        67.68
SET       3.100        71.98
SET       3.200        75.38
SET       3.300        78.21
SET       3.400        80.41
SET       3.500        81.96
SET       3.600        83.60
SET       3.700        84.96
SET       3.800        86.17
SET       3.900        87.29
SET       4.000        88.37
SET       4.100        89.34
SET       4.200        90.09
SET       4.300        90.74
SET       4.400        91.33
SET       4.500        92.08
SET       4.600        92.59
SET       4.700        93.07
SET       4.800        93.64
SET       4.900        94.13
SET       5.000        94.52
SET       5.100        94.90
SET       5.200        95.31
SET       5.300        95.59
SET       5.400        95.92
SET       5.500        96.22
SET       5.600        96.48
SET       5.700        96.75
SET       5.800        97.01
SET       5.900        97.21
SET       6.000        97.38
SET       6.100        97.52
SET       6.200        97.62
SET       6.300        97.76
SET       6.400        97.87
SET       6.500        97.94
SET       6.600        98.02
SET       6.700        98.11
SET       6.800        98.16
SET       6.900        98.24
SET       7.000        98.30
SET       7.100        98.36
SET       7.200        98.43
SET       7.300        98.49
SET       7.400        98.54
SET       7.500        98.59
SET       7.600        98.64
SET       7.700        98.68
SET       7.800        98.71
SET       7.900        98.76
SET       8.000        98.82
SET       8.100        98.86
SET       8.200        98.91
SET       8.300        98.96
SET       8.400        98.98
SET       8.500        99.03
SET       8.600        99.07
SET       8.700        99.09
SET       8.800        99.14
SET       8.900        99.19
SET       9.000        99.26
SET       9.100        99.29
SET       9.200        99.32
SET       9.300        99.34
SET       9.400        99.37
SET       9.500        99.41
SET       9.600        99.43
SET       9.700        99.44
SET       9.800        99.46
SET       9.900        99.47
SET      10.000        99.56
SET      11.000        99.72
SET      12.000        99.79
SET      13.000        99.82
SET      14.000        99.85
SET      15.000        99.86
SET      16.000        99.88
SET      17.000        99.91
SET      18.000        99.92
SET      19.000        99.93
SET      20.000        99.93
SET      21.000        99.94
SET      22.000        99.95
SET      25.000        99.95
SET      27.000        99.96
SET      28.000        99.96
SET      33.000        99.97
SET      47.000        99.97
SET      50.000        99.98
SET      52.000        99.98
SET      60.000        99.99
SET     160.000        99.99
SET     620.000       100.00
---
GET       0.640         0.00
GET       0.680         0.01
GET       0.690         0.02
GET       0.700         0.03
GET       0.710         0.03
GET       0.730         0.06
GET       0.750         0.09
GET       0.760         0.12
GET       0.770         0.13
GET       0.780         0.18
GET       0.790         0.22
GET       0.800         0.26
GET       0.810         0.32
GET       0.820         0.43
GET       0.830         0.52
GET       0.840         0.64
GET       0.850         0.77
GET       0.860         0.95
GET       0.870         1.17
GET       0.880         1.39
GET       0.890         1.63
GET       0.900         1.89
GET       0.910         2.12
GET       0.920         2.39
GET       0.930         2.72
GET       0.940         3.06
GET       0.950         3.48
GET       0.960         3.79
GET       0.970         4.17
GET       0.980         4.59
GET       0.990         4.95
GET       1.000         7.35
GET       1.100        12.32
GET       1.200        17.24
GET       1.300        21.16
GET       1.400        23.93
GET       1.500        26.11
GET       1.600        27.83
GET       1.700        28.94
GET       1.800        29.92
GET       1.900        31.04
GET       2.000        33.26
GET       2.100        36.81
GET       2.200        42.26
GET       2.300        48.85
GET       2.400        56.35
GET       2.500        63.73
GET       2.600        70.01
GET       2.700        75.17
GET       2.800        78.69
GET       2.900        81.51
GET       3.000        83.86
GET       3.100        85.66
GET       3.200        87.13
GET       3.300        88.24
GET       3.400        89.17
GET       3.500        90.12
GET       3.600        90.92
GET       3.700        91.70
GET       3.800        92.36
GET       3.900        92.85
GET       4.000        93.33
GET       4.100        93.75
GET       4.200        94.20
GET       4.300        94.62
GET       4.400        95.06
GET       4.500        95.37
GET       4.600        95.63
GET       4.700        95.92
GET       4.800        96.20
GET       4.900        96.53
GET       5.000        96.79
GET       5.100        96.98
GET       5.200        97.17
GET       5.300        97.44
GET       5.400        97.55
GET       5.500        97.65
GET       5.600        97.80
GET       5.700        97.94
GET       5.800        98.01
GET       5.900        98.12
GET       6.000        98.19
GET       6.100        98.33
GET       6.200        98.44
GET       6.300        98.53
GET       6.400        98.60
GET       6.500        98.66
GET       6.600        98.71
GET       6.700        98.76
GET       6.800        98.78
GET       6.900        98.82
GET       7.000        98.84
GET       7.100        98.88
GET       7.200        98.92
GET       7.300        98.97
GET       7.400        99.01
GET       7.500        99.06
GET       7.600        99.09
GET       7.700        99.12
GET       7.800        99.16
GET       7.900        99.21
GET       8.000        99.22
GET       8.100        99.26
GET       8.200        99.30
GET       8.300        99.33
GET       8.400        99.35
GET       8.500        99.38
GET       8.600        99.39
GET       8.700        99.40
GET       8.800        99.44
GET       8.900        99.47
GET       9.000        99.49
GET       9.100        99.51
GET       9.200        99.53
GET       9.300        99.55
GET       9.400        99.57
GET       9.500        99.59
GET       9.600        99.63
GET       9.700        99.65
GET       9.800        99.65
GET       9.900        99.67
GET      10.000        99.71
GET      11.000        99.82
GET      12.000        99.87
GET      13.000        99.89
GET      14.000        99.91
GET      15.000        99.92
GET      16.000        99.94
GET      17.000        99.95
GET      18.000        99.95
GET      19.000        99.96
GET      25.000        99.97
GET      29.000        99.97
GET      34.000        99.98
GET      55.000        99.98
GET      58.000        99.99
GET      98.000        99.99
GET      99.000       100.00
GET     150.000       100.00
---
